entry_date,ticker,sector,lgbm_prob,entry_price,exit_price,exit_date,exit_day,reason,pnl_gross,pnl_net,rule
2019-04-15,214430,방산,0.5513333871739394,22300.0,22150.0,2019-04-23,5,time_exit,-0.006726457399103139,-0.010826457399103139,A
2019-04-25,148780,소프트웨어,0.5586887206364984,2995.0,2845.25,2019-04-26,0,stop_loss,-0.05,-0.0541,A
2019-04-30,054180,조선,0.5540940986513518,189046.0,179593.69999999998,2019-05-07,2,stop_loss,-0.05000000000000009,-0.05410000000000009,A
2019-05-09,064350,방산,0.8124720575923577,19500.0,18525.0,2019-05-14,2,stop_loss,-0.05,-0.0541,A
2019-05-15,064350,방산,0.8423616182275533,19450.0,19100.0,2019-05-23,5,time_exit,-0.017994858611825194,-0.022094858611825193,A
2019-05-24,166480,바이오,0.6357995340846272,9105.0,10015.5,2019-05-27,0,take_profit,0.1,0.09590000000000001,A
2019-05-28,208640,게임,0.6157069797082011,959.0,911.05,2019-05-29,0,stop_loss,-0.050000000000000044,-0.054100000000000044,A
2019-05-30,208640,게임,0.7139797935914635,955.0,907.25,2019-06-03,1,stop_loss,-0.05,-0.0541,A
2019-06-04,082740,조선,0.6842296165784401,2995.0,3122.0,2019-06-13,5,time_exit,0.04240400667779633,0.03830400667779633,A
2019-06-14,037270,엔터,0.742928045769476,1460.0,1387.0,2019-06-17,0,stop_loss,-0.05,-0.0541,A
2019-06-18,084990,바이오,0.5718841550455154,99748.0,109722.8,2019-06-26,5,take_profit,0.10000000000000003,0.09590000000000004,A
2019-06-27,208640,게임,0.5911982393787101,1015.0,964.25,2019-07-01,1,stop_loss,-0.05,-0.0541,A
2019-07-02,208640,게임,0.5983534282682711,911.0,865.4499999999999,2019-07-08,3,stop_loss,-0.05000000000000007,-0.05410000000000007,A
2019-07-09,185490,바이오,0.7392067901299454,6213.0,6834.3,2019-07-10,0,take_profit,0.10000000000000003,0.09590000000000004,A
2019-07-11,215090,방산,0.7605179648458206,17515.0,16639.25,2019-07-12,0,stop_loss,-0.05,-0.0541,A
2019-07-15,215090,방산,0.6649778406735363,14915.0,14169.25,2019-07-16,0,stop_loss,-0.05,-0.0541,A
2019-07-17,035460,방산,0.6118626557088848,2575.0,2446.25,2019-07-25,5,stop_loss,-0.05,-0.0541,A
2019-07-26,215090,방산,0.7576838871017392,13980.0,13281.0,2019-07-29,0,stop_loss,-0.05,-0.0541,A
2019-07-30,075130,소프트웨어,0.614013652853801,2564.0,2435.7999999999997,2019-08-02,2,stop_loss,-0.05000000000000011,-0.054100000000000106,A
2019-08-05,064550,바이오,0.6557341655054053,6300.0,5985.0,2019-08-07,1,stop_loss,-0.05,-0.0541,A
2019-08-08,075130,소프트웨어,0.587952458276877,2413.0,2551.0,2019-08-19,5,time_exit,0.05719021964359718,0.053090219643597183,A
2019-08-20,064350,방산,0.595969474634023,17000.0,16150.0,2019-08-26,3,stop_loss,-0.05,-0.0541,A
2019-08-27,005380,자동차,0.5878498384868667,128500.0,128500.0,2019-09-04,5,time_exit,0.0,-0.0040999999999999995,A
2019-09-05,187420,바이오,0.6084690498161209,5690.0,5760.0,2019-09-17,5,time_exit,0.012302284710017574,0.008202284710017575,A
2019-09-20,215090,방산,0.6232040745484249,13105.0,12449.75,2019-09-25,2,stop_loss,-0.05,-0.0541,A
2019-09-26,067990,자동차,0.5692928504144378,7277.0,7268.0,2019-10-07,5,time_exit,-0.0012367733956300674,-0.005336773395630066,A
2019-10-10,215090,방산,0.6118747667871237,13195.0,12535.25,2019-10-11,0,stop_loss,-0.05,-0.0541,A
2019-10-14,032820,방산,0.6161540325855802,925.0,894.0,2019-10-22,5,time_exit,-0.03351351351351351,-0.03761351351351351,A
2019-10-24,215090,방산,0.6568467458172351,10685.0,10150.75,2019-10-28,1,stop_loss,-0.05,-0.0541,A
2019-10-29,900140,자동차,0.7502414424261378,2671.0,2537.45,2019-10-31,1,stop_loss,-0.050000000000000065,-0.054100000000000065,A
2019-11-05,232680,반도체,0.6995696827891319,3805.0,4185.5,2019-11-07,1,take_profit,0.1,0.09590000000000001,A
2019-11-11,230980,방산,0.5879848698604231,1733.0,1777.0,2019-11-19,5,time_exit,0.025389497980380843,0.021289497980380843,A
2019-11-22,011000,바이오,0.5987962916086592,1547.0,1469.6499999999999,2019-11-29,4,stop_loss,-0.050000000000000086,-0.054100000000000086,A
2019-12-02,000040,자동차,0.6853588075949991,3537.0,3360.1499999999996,2019-12-05,2,stop_loss,-0.0500000000000001,-0.0541000000000001,A
2019-12-06,109820,바이오,0.5868174100219027,2115.0,2326.5,2019-12-09,0,take_profit,0.1,0.09590000000000001,A
2019-12-13,002800,제약,0.5729328976318577,6820.0,6630.0,2019-12-23,5,time_exit,-0.02785923753665689,-0.03195923753665689,A
2019-12-24,096350,조선,0.6691706226850487,1685.0,1853.5000000000002,2019-12-27,1,take_profit,0.10000000000000013,0.09590000000000012,A
2019-12-30,054180,조선,0.6370448980323763,110353.0,121388.3,2020-01-03,1,take_profit,0.10000000000000003,0.09590000000000004,A
2020-01-08,047810,방산,0.690174864508972,32550.0,33000.0,2020-01-16,5,time_exit,0.013824884792626729,0.00972488479262673,A
2020-01-22,036570,게임,0.6690266681494699,640000.0,640000.0,2020-02-03,5,time_exit,0.0,-0.0040999999999999995,A
2020-02-04,267250,조선,0.5881789552241021,54000.0,59400.00000000001,2020-02-06,1,take_profit,0.10000000000000013,0.09590000000000012,A
2020-02-07,065370,소프트웨어,0.60287400963467,9438.0,8966.1,2020-02-10,0,stop_loss,-0.04999999999999996,-0.05409999999999996,A
2020-02-12,176750,제약,0.598509878244997,7970.0,7571.5,2020-02-13,0,stop_loss,-0.05,-0.0541,A
2020-02-14,079970,소프트웨어,0.629031188884493,1615.0,1534.25,2020-02-17,0,stop_loss,-0.05,-0.0541,A
2020-02-18,079970,소프트웨어,0.6816131718014035,1770.0,1681.5,2020-02-21,2,stop_loss,-0.05,-0.0541,A
2020-02-24,187420,바이오,0.7533762698845954,4380.0,4161.0,2020-02-28,3,stop_loss,-0.05,-0.0541,A
2020-03-02,065370,소프트웨어,0.7158057692907486,6384.0,6064.799999999999,2020-03-06,3,stop_loss,-0.050000000000000114,-0.05410000000000011,A
2020-03-09,176750,제약,0.7213405251622426,6990.0,6640.5,2020-03-10,0,stop_loss,-0.05,-0.0541,A
2020-03-11,241770,반도체,0.7170913321932789,10650.0,10117.5,2020-03-12,0,stop_loss,-0.05,-0.0541,A
2020-03-13,142760,제약,0.8888604709451521,4552.0,5007.200000000001,2020-03-16,0,take_profit,0.10000000000000016,0.09590000000000015,A
2020-03-17,012450,방산,0.8924166907498515,20525.0,19498.75,2020-03-18,0,stop_loss,-0.05,-0.0541,A
2020-03-19,214430,방산,0.922231271070876,14050.0,13347.5,2020-03-23,1,stop_loss,-0.05,-0.0541,A
2020-03-25,108380,조선,0.6856467654419153,9000.0,9900.0,2020-03-31,3,take_profit,0.1,0.09590000000000001,A
2020-04-01,016670,소프트웨어,0.6327659817729723,45823.0,43531.85,2020-04-02,0,stop_loss,-0.05000000000000003,-0.05410000000000003,A
2020-04-03,005387,자동차,0.7280393971679968,56500.0,62150.00000000001,2020-04-07,1,take_profit,0.10000000000000013,0.09590000000000012,A
2020-04-08,148780,소프트웨어,0.6176418863884987,1500.0,1425.0,2020-04-09,0,stop_loss,-0.05,-0.0541,A
2020-04-13,000040,자동차,0.8404887739449085,2249.0,2291.0,2020-04-22,5,time_exit,0.018674966651845263,0.014574966651845263,A
2020-04-23,310200,엔터,0.5542919297540659,1450.0,1525.0,2020-05-06,5,time_exit,0.05172413793103448,0.04762413793103448,A
2020-05-07,900140,자동차,0.7034910563117337,2568.0,2439.6,2020-05-12,2,stop_loss,-0.05000000000000004,-0.05410000000000004,A
2020-05-13,217270,게임,0.6075632517009937,5420.0,5962.000000000001,2020-05-21,5,take_profit,0.10000000000000017,0.09590000000000018,A
2020-05-22,158430,소프트웨어,0.5548978206577109,6229.0,6851.900000000001,2020-05-26,1,take_profit,0.10000000000000009,0.0959000000000001,A
2020-05-27,222160,반도체,0.7313048492624751,1175.0,1116.25,2020-05-28,0,stop_loss,-0.05,-0.0541,A
2020-05-29,023770,게임,0.5690431117107597,14300.0,13585.0,2020-06-04,3,stop_loss,-0.05,-0.0541,A
2020-06-08,005385,자동차,0.6446342995270872,64700.0,61465.0,2020-06-11,2,stop_loss,-0.05,-0.0541,A
2020-06-12,230980,방산,0.7182641541937161,1453.0,1380.35,2020-06-15,0,stop_loss,-0.050000000000000065,-0.054100000000000065,A
2020-06-16,033830,엔터,0.734071404830844,765.0,788.0,2020-06-24,5,time_exit,0.030065359477124184,0.025965359477124184,A
2020-06-25,036570,게임,0.7030253932692357,924000.0,944000.0,2020-07-03,5,time_exit,0.021645021645021644,0.017545021645021645,A
2020-07-06,036570,게임,0.6028127085318379,976000.0,946000.0,2020-07-14,5,time_exit,-0.030737704918032786,-0.034837704918032786,A
2020-07-16,230980,방산,0.6898767946161214,1056.0,1003.1999999999999,2020-07-20,1,stop_loss,-0.050000000000000065,-0.054100000000000065,A
2020-07-21,054180,조선,0.6383843840665325,79576.0,80340.0,2020-07-29,5,time_exit,0.009600884688850909,0.00550088468885091,A
2020-08-03,010140,조선,0.6610956881968992,5068.0,5371.0,2020-08-11,5,time_exit,0.05978689818468824,0.05568689818468824,A
2020-08-13,230980,방산,0.7509891917194872,1199.0,1139.05,2020-08-14,0,stop_loss,-0.05000000000000004,-0.05410000000000004,A
2020-08-19,095270,방산,0.5834939073162467,8970.0,8521.5,2020-08-20,0,stop_loss,-0.05,-0.0541,A
2020-08-21,078340,게임,0.6503640158699402,107300.0,111100.0,2020-08-31,5,time_exit,0.035414725069897485,0.031314725069897485,A
2020-09-01,005385,자동차,0.6481559471012133,87500.0,83125.0,2020-09-04,2,stop_loss,-0.05,-0.0541,A
2020-09-07,058970,소프트웨어,0.6884055094135481,7500.0,7800.0,2020-09-15,5,time_exit,0.04,0.0359,A
2020-09-16,005380,자동차,0.7887538713413336,185500.0,176225.0,2020-09-23,4,stop_loss,-0.05,-0.0541,A
2020-09-24,018620,제약,0.6938833912623718,2850.0,3135.0000000000005,2020-09-29,2,take_profit,0.10000000000000016,0.09590000000000015,A
2020-10-05,032820,방산,0.6112239311400748,1405.0,1334.75,2020-10-07,1,stop_loss,-0.05,-0.0541,A
2020-10-13,065450,방산,0.6171612206981505,7550.0,7172.5,2020-10-19,3,stop_loss,-0.05,-0.0541,A
2020-10-20,284620,제약,0.6198208810912922,18281.0,20109.100000000002,2020-10-27,4,take_profit,0.10000000000000012,0.09590000000000012,A
2020-10-28,036570,게임,0.5679478797326805,795000.0,843000.0,2020-11-05,5,time_exit,0.06037735849056604,0.05627735849056604,A
2020-11-06,230980,방산,0.7390185851285288,1385.0,1395.0,2020-11-16,5,time_exit,0.007220216606498195,0.0031202166064981957,A
2020-11-17,108380,조선,0.7381780749699532,16200.0,15390.0,2020-11-20,2,stop_loss,-0.05,-0.0541,A
2020-11-24,075580,조선,0.6833601488125359,7180.0,6821.0,2020-11-25,0,stop_loss,-0.05,-0.0541,A
2020-11-26,105330,반도체,0.5648713633306853,6690.0,6620.0,2020-12-04,5,time_exit,-0.01046337817638266,-0.01456337817638266,A
2020-12-07,145020,바이오,0.5641226702736267,183000.0,173850.0,2020-12-14,4,stop_loss,-0.05,-0.0541,A
2020-12-21,067990,자동차,0.5556209437375382,7238.0,7410.0,2020-12-30,5,time_exit,0.02376347057198121,0.01966347057198121,A
2021-01-04,131370,소프트웨어,0.7587495390563265,12850.0,12207.5,2021-01-08,3,stop_loss,-0.05,-0.0541,A
2021-01-11,208350,소프트웨어,0.6672475114449727,5230.0,5350.0,2021-01-19,5,time_exit,0.022944550669216062,0.018844550669216063,A
2021-01-20,000270,자동차,0.5799457981301358,86700.0,88200.0,2021-01-28,5,time_exit,0.01730103806228374,0.013201038062283739,A
2021-01-29,230980,방산,0.7198967932041637,1481.0,1533.0,2021-02-08,5,time_exit,0.035111411208642807,0.031011411208642807,A
2021-02-16,000040,자동차,0.6268659771090596,3577.0,3398.1499999999996,2021-02-17,0,stop_loss,-0.0500000000000001,-0.0541000000000001,A
2021-02-18,000040,자동차,0.56454319227556,3649.0,4013.9000000000005,2021-02-19,0,take_profit,0.10000000000000014,0.09590000000000015,A
2021-02-23,044480,엔터,0.6234145445599474,2190.0,2143.0,2021-03-04,5,time_exit,-0.021461187214611873,-0.025561187214611873,A
2021-03-05,109820,바이오,0.5973439787052676,10650.0,10117.5,2021-03-09,1,stop_loss,-0.05,-0.0541,A
2021-03-10,219130,반도체,0.7368971593633519,10900.0,11650.0,2021-03-18,5,time_exit,0.06880733944954129,0.0647073394495413,A
2021-03-19,005385,자동차,0.8850051707413231,104000.0,98800.0,2021-03-25,3,stop_loss,-0.05,-0.0541,A
2021-03-26,005385,자동차,0.6290973773025548,99000.0,108000.0,2021-04-05,5,time_exit,0.09090909090909091,0.08680909090909092,A
2021-04-06,253450,엔터,0.5523936851794385,102200.0,104100.0,2021-04-14,5,time_exit,0.018590998043052837,0.014490998043052837,A
2021-04-15,053800,소프트웨어,0.5676051484701502,71800.0,68210.0,2021-04-23,5,stop_loss,-0.05,-0.0541,A
2021-04-29,053800,소프트웨어,0.6512782388012505,67200.0,67400.0,2021-05-10,5,time_exit,0.002976190476190476,-0.0011238095238095235,A
2021-05-11,094170,반도체,0.6605951044241225,6246.0,6164.0,2021-05-20,5,time_exit,-0.013128402177393531,-0.01722840217739353,A
2021-05-21,115450,제약,0.6509202172218365,5184.0,4924.8,2021-05-28,4,stop_loss,-0.04999999999999997,-0.05409999999999997,A
2021-06-01,053800,소프트웨어,0.6354829041440518,68600.0,69100.0,2021-06-09,5,time_exit,0.007288629737609329,0.0031886297376093296,A
2021-06-11,053800,소프트웨어,0.6650981187410767,71900.0,70700.0,2021-06-21,5,time_exit,-0.016689847009735744,-0.020789847009735744,A
2021-06-23,012510,소프트웨어,0.5796263627821276,82700.0,88500.0,2021-07-01,5,time_exit,0.07013301088270858,0.06603301088270858,A
2021-07-02,096610,반도체,0.5576954384235704,4935.0,4688.25,2021-07-09,4,stop_loss,-0.05,-0.0541,A
2021-07-12,041510,엔터,0.6259233650616997,62700.0,60800.0,2021-07-20,5,time_exit,-0.030303030303030304,-0.0344030303030303,A
2021-07-21,299660,바이오,0.6243722226673557,84169.0,79960.55,2021-07-28,4,stop_loss,-0.04999999999999997,-0.05409999999999997,A
2021-07-29,011000,바이오,0.6011693538840363,28927.0,27480.649999999998,2021-07-30,0,stop_loss,-0.05000000000000007,-0.05410000000000007,A
2021-08-02,232680,반도체,0.5779034533691777,11331.0,12464.1,2021-08-09,4,take_profit,0.10000000000000003,0.09590000000000004,A
2021-08-10,232680,반도체,0.6196456326193314,12332.0,13565.2,2021-08-11,0,take_profit,0.10000000000000006,0.09590000000000007,A
2021-08-13,275630,소프트웨어,0.6498706079173773,6266.0,5952.7,2021-08-17,0,stop_loss,-0.05000000000000003,-0.05410000000000003,A
2021-08-18,063080,게임,0.6389868785494301,31900.0,33050.0,2021-08-26,5,time_exit,0.03605015673981191,0.031950156739811914,A
2021-08-27,131100,엔터,0.6531471973851372,4635.0,5098.5,2021-08-30,0,take_profit,0.1,0.09590000000000001,A
2021-09-01,036570,게임,0.7664936862799561,635000.0,603250.0,2021-09-09,5,stop_loss,-0.05,-0.0541,A
2021-09-10,327260,방산,0.576479203744783,11894.0,11493.0,2021-09-23,5,time_exit,-0.03371447788801076,-0.03781447788801076,A
2021-09-24,058970,소프트웨어,0.6090138013020451,17800.0,16910.0,2021-09-28,1,stop_loss,-0.05,-0.0541,A
2021-09-29,064760,반도체,0.679041708366252,114800.0,114200.0,2021-10-08,5,time_exit,-0.005226480836236934,-0.009326480836236934,A
2021-10-13,356860,반도체,0.6114427415157556,16250.0,16750.0,2021-10-21,5,time_exit,0.03076923076923077,0.02666923076923077,A
2021-10-22,099410,조선,0.6334364542957411,2980.0,2831.0,2021-10-25,0,stop_loss,-0.05,-0.0541,A
2021-10-27,095270,방산,0.6112814049898238,4465.0,4480.0,2021-11-04,5,time_exit,0.0033594624860022394,-0.00074053751399776,A
2021-11-05,005935,반도체,0.6267824955575426,66000.0,66200.0,2021-11-15,5,time_exit,0.0030303030303030303,-0.0010696969696969692,A
2021-11-16,099320,방산,0.6235096485547655,48900.0,46455.0,2021-11-24,5,stop_loss,-0.05,-0.0541,A
2021-11-26,154030,바이오,0.6618761900087623,5240.0,5550.0,2021-12-06,5,time_exit,0.05916030534351145,0.05506030534351145,A
2021-12-08,117670,반도체,0.7619600216680875,63360.0,60192.0,2021-12-15,4,stop_loss,-0.05,-0.0541,A
2021-12-16,087010,바이오,0.7584212086356626,10611.0,10080.449999999999,2021-12-23,4,stop_loss,-0.0500000000000001,-0.0541000000000001,A
2021-12-28,197140,소프트웨어,0.6050016214404,4850.0,4607.5,2021-12-30,1,stop_loss,-0.05,-0.0541,A
2022-01-06,252990,반도체,0.6834491218413418,6770.0,6431.5,2022-01-11,2,stop_loss,-0.05,-0.0541,A
2022-01-12,900140,자동차,0.6089807292640885,2422.0,2300.9,2022-01-17,2,stop_loss,-0.04999999999999996,-0.05409999999999996,A
2022-01-18,033160,반도체,0.6651730814410275,16250.0,15437.5,2022-01-26,5,stop_loss,-0.05,-0.0541,A
2022-01-27,144960,반도체,0.5741630941157307,5180.0,5698.000000000001,2022-02-04,2,take_profit,0.10000000000000017,0.09590000000000018,A
2022-02-07,047080,게임,0.6064323622269262,4705.0,5175.5,2022-02-11,3,take_profit,0.1,0.09590000000000001,A
2022-02-14,096350,조선,0.6302561318204475,2090.0,2299.0,2022-02-18,3,take_profit,0.1,0.09590000000000001,A
2022-02-21,900140,자동차,0.6677722808718501,2151.0,2132.0,2022-03-02,5,time_exit,-0.008833100883310088,-0.012933100883310088,A
2022-03-03,230980,방산,0.7472191336767151,1495.0,1420.25,2022-03-07,1,stop_loss,-0.05,-0.0541,A
2022-03-08,900140,자동차,0.7912465438900547,2260.0,2325.0,2022-03-17,5,time_exit,0.028761061946902654,0.024661061946902655,A
2022-03-18,030350,게임,0.6226176766801051,11882.0,11287.9,2022-03-23,2,stop_loss,-0.05000000000000003,-0.05410000000000003,A
2022-03-25,235980,제약,0.7539370083439167,32152.0,30544.399999999998,2022-03-28,0,stop_loss,-0.050000000000000065,-0.054100000000000065,A
2022-03-29,900140,자동차,0.63135925315649,2320.0,2264.0,2022-04-06,5,time_exit,-0.02413793103448276,-0.028237931034482758,A
2022-04-07,381970,자동차,0.6498404967903343,32700.0,31065.0,2022-04-11,1,stop_loss,-0.05,-0.0541,A
2022-04-12,079970,소프트웨어,0.6566491486402676,1515.0,1666.5000000000002,2022-04-14,1,take_profit,0.10000000000000014,0.09590000000000015,A
2022-04-15,060240,조선,0.6731122236099926,101968.0,96869.59999999999,2022-04-18,0,stop_loss,-0.050000000000000086,-0.054100000000000086,A
2022-04-19,381970,자동차,0.611542999616928,31050.0,29497.5,2022-04-22,2,stop_loss,-0.05,-0.0541,A
2022-04-25,065570,조선,0.7093316821364328,6270.0,6470.0,2022-05-03,5,time_exit,0.03189792663476874,0.027797926634768738,A
2022-05-04,005380,자동차,0.7074334876044776,181500.0,186500.0,2022-05-13,5,time_exit,0.027548209366391185,0.023448209366391186,A
2022-05-16,014940,조선,0.7881740066297369,3245.0,3125.0,2022-05-24,5,time_exit,-0.03697996918335902,-0.041079969183359016,A
2022-05-25,042660,조선,0.6996182681528612,18168.0,19984.800000000003,2022-06-02,4,take_profit,0.10000000000000016,0.09590000000000015,A
2022-06-03,060240,조선,0.6566642494910921,71506.0,67930.7,2022-06-10,3,stop_loss,-0.05000000000000004,-0.05410000000000004,A
2022-06-13,099410,조선,0.7975434285323623,3300.0,3135.0,2022-06-15,1,stop_loss,-0.05,-0.0541,A
2022-06-16,381970,자동차,0.8699827242272469,19350.0,20500.0,2022-06-24,5,time_exit,0.059431524547803614,0.055331524547803615,A
2022-06-27,201490,게임,0.8559421255468515,4415.0,4194.25,2022-07-01,3,stop_loss,-0.05,-0.0541,A
2022-07-04,096350,조선,0.6679403597179476,2035.0,2238.5,2022-07-07,2,take_profit,0.1,0.09590000000000001,A
2022-07-08,101000,조선,0.6101343790276873,751.0,738.0,2022-07-18,5,time_exit,-0.017310252996005325,-0.021410252996005324,A
2022-07-19,361390,방산,0.5743932682052614,21900.0,22050.0,2022-07-27,5,time_exit,0.00684931506849315,0.002749315068493151,A
2022-07-28,389030,바이오,0.5941012873606053,3235.0,3073.25,2022-07-29,0,stop_loss,-0.05,-0.0541,A
2022-08-01,166090,반도체,0.558674386799242,40100.0,38095.0,2022-08-03,1,stop_loss,-0.05,-0.0541,A
2022-08-04,032980,조선,0.5907148499910904,2330.0,2360.0,2022-08-12,5,time_exit,0.012875536480686695,0.008775536480686696,A
2022-08-16,078340,게임,0.655721129682032,87500.0,83125.0,2022-08-18,1,stop_loss,-0.05,-0.0541,A
2022-08-19,064520,반도체,0.6842818920460448,4710.0,4474.5,2022-08-22,0,stop_loss,-0.05,-0.0541,A
2022-08-23,060240,조선,0.5806732348309295,56146.0,53338.7,2022-08-31,5,stop_loss,-0.05000000000000005,-0.05410000000000005,A
2022-09-01,060240,조선,0.7338590225095504,53823.0,51131.85,2022-09-05,1,stop_loss,-0.050000000000000024,-0.05410000000000002,A
2022-09-06,060240,조선,0.7378221997075609,50338.0,47821.1,2022-09-07,0,stop_loss,-0.05000000000000003,-0.05410000000000003,A
2022-09-08,060240,조선,0.8401927042964756,49435.0,46963.25,2022-09-16,3,stop_loss,-0.05,-0.0541,A
2022-09-19,365590,반도체,0.7120553138935807,6067.0,5763.65,2022-09-22,2,stop_loss,-0.05000000000000006,-0.05410000000000006,A
2022-09-23,096350,조선,0.7560942066342656,1610.0,1529.5,2022-09-26,0,stop_loss,-0.05,-0.0541,A
2022-09-27,099410,조선,0.8153131750290032,2705.0,2569.75,2022-09-28,0,stop_loss,-0.05,-0.0541,A
2022-09-29,381970,자동차,0.7967604171704431,14600.0,13870.0,2022-09-30,0,stop_loss,-0.05,-0.0541,A
2022-10-04,206560,엔터,0.6557380753072312,10950.0,10402.5,2022-10-05,0,stop_loss,-0.05,-0.0541,A
2022-10-06,096350,조선,0.6955075128860809,1530.0,1453.5,2022-10-11,1,stop_loss,-0.05,-0.0541,A
2022-10-12,288330,제약,0.7409140480859634,6028.0,5726.599999999999,2022-10-13,0,stop_loss,-0.05000000000000009,-0.05410000000000009,A
2022-10-14,099320,방산,0.8736691662070141,22750.0,25025.000000000004,2022-10-18,1,take_profit,0.10000000000000016,0.09590000000000015,A
2022-10-19,053580,소프트웨어,0.5511870359715761,14500.0,14700.0,2022-10-27,5,time_exit,0.013793103448275862,0.009693103448275862,A
2022-10-28,036420,엔터,0.607759462805036,22150.0,21042.5,2022-11-04,4,stop_loss,-0.05,-0.0541,A
2022-11-07,073010,조선,0.7084482434050423,1762.0,1871.0,2022-11-15,5,time_exit,0.061861520998864925,0.057761520998864925,A
2022-11-16,016670,소프트웨어,0.64373818664493,16718.0,15882.099999999999,2022-11-21,2,stop_loss,-0.050000000000000086,-0.054100000000000086,A
2022-11-22,054180,조선,0.709764027585686,58125.0,55218.75,2022-11-24,1,stop_loss,-0.05,-0.0541,A
2022-11-25,054180,조선,0.6491890931128305,55724.0,61296.4,2022-11-30,2,take_profit,0.10000000000000002,0.09590000000000001,A
2022-12-01,331520,게임,0.6067795570981235,5375.0,5600.0,2022-12-09,5,time_exit,0.04186046511627907,0.03776046511627907,A
2022-12-13,323350,반도체,0.5549579390162931,49850.0,47357.5,2022-12-19,3,stop_loss,-0.05,-0.0541,A
2022-12-20,200470,반도체,0.5962700747452339,2630.0,2498.5,2022-12-26,3,stop_loss,-0.05,-0.0541,A
2022-12-27,014940,조선,0.5819450199946913,2205.0,2275.0,2023-01-05,5,time_exit,0.031746031746031744,0.027646031746031745,A
2023-01-06,333430,조선,0.7139596568303482,3150.0,3350.0,2023-01-16,5,time_exit,0.06349206349206349,0.05939206349206349,A
2023-01-17,054180,조선,0.6009544158911108,31950.0,30352.5,2023-01-25,3,stop_loss,-0.05,-0.0541,A
2023-01-26,054180,조선,0.5735329735890347,29220.0,27759.0,2023-01-31,2,stop_loss,-0.05,-0.0541,A
2023-02-02,005380,자동차,0.6151709793625514,170100.0,173400.0,2023-02-10,5,time_exit,0.019400352733686066,0.015300352733686066,A
2023-02-13,101000,조선,0.5993509992937969,378.0,359.09999999999997,2023-02-14,0,stop_loss,-0.05000000000000009,-0.05410000000000009,A
2023-02-17,331520,게임,0.6054534190240684,7600.0,7220.0,2023-02-22,2,stop_loss,-0.05,-0.0541,A
2023-02-23,210120,엔터,0.7545334412578619,1400.0,1330.0,2023-02-24,0,stop_loss,-0.05,-0.0541,A
2023-02-27,058450,엔터,0.7089610098907336,20901.0,19855.95,2023-03-02,1,stop_loss,-0.04999999999999997,-0.05409999999999997,A
2023-03-03,032980,조선,0.6543205452000619,2052.0,1949.3999999999999,2023-03-06,0,stop_loss,-0.050000000000000065,-0.054100000000000065,A
2023-03-09,206650,바이오,0.613873221447394,7740.0,7353.0,2023-03-13,1,stop_loss,-0.05,-0.0541,A
2023-03-15,151860,자동차,0.7235265883325072,17150.0,17010.0,2023-03-23,5,time_exit,-0.00816326530612245,-0.01226326530612245,A
2023-03-29,067990,자동차,0.6876775365182555,5590.0,5560.0,2023-04-06,5,time_exit,-0.005366726296958855,-0.009466726296958855,A
2023-04-07,005387,자동차,0.6278469336181466,94600.0,98000.0,2023-04-17,5,time_exit,0.035940803382663845,0.031840803382663846,A
2023-04-18,000040,자동차,0.7463275920724666,1911.0,1815.4499999999998,2023-04-24,3,stop_loss,-0.05000000000000009,-0.05410000000000009,A
2023-04-25,079550,방산,0.6113758057790237,87300.0,82935.0,2023-04-26,0,stop_loss,-0.05,-0.0541,A
2023-04-28,060240,조선,0.5677789953587026,26911.0,26847.0,2023-05-10,5,time_exit,-0.0023782096540448145,-0.0064782096540448135,A
2023-05-15,050960,소프트웨어,0.6035526291075171,10280.0,11308.000000000002,2023-05-22,4,take_profit,0.10000000000000017,0.09590000000000018,A
2023-05-23,122870,엔터,0.6113241592511592,93700.0,94700.0,2023-06-01,5,time_exit,0.010672358591248666,0.006572358591248667,A
2023-06-09,291650,바이오,0.6130428125869564,4259.0,4046.0499999999997,2023-06-12,0,stop_loss,-0.050000000000000065,-0.054100000000000065,A
2023-06-13,210120,엔터,0.6277941402103875,3068.0,2914.6,2023-06-14,0,stop_loss,-0.05000000000000003,-0.05410000000000003,A
2023-06-19,298060,바이오,0.5985834886584753,4954.0,4910.0,2023-06-27,5,time_exit,-0.008881711748082357,-0.012981711748082356,A
2023-06-29,381970,자동차,0.5880379800511031,15240.0,14478.0,2023-07-03,1,stop_loss,-0.05,-0.0541,A
2023-07-06,099320,방산,0.5846814054605678,29450.0,29650.0,2023-07-14,5,time_exit,0.006791171477079796,0.0026911714770797967,A
2023-07-19,329180,조선,0.5581965196161283,143800.0,136610.0,2023-07-27,5,stop_loss,-0.05,-0.0541,A
2023-08-02,010820,방산,0.5702297027534536,3665.0,3610.0,2023-08-10,5,time_exit,-0.015006821282401092,-0.01910682128240109,A
2023-08-11,000040,자동차,0.6016483944892776,1490.0,1639.0000000000002,2023-08-14,0,take_profit,0.10000000000000016,0.09590000000000015,A
2023-08-16,419120,소프트웨어,0.5757476785332646,4895.0,4650.25,2023-08-17,0,stop_loss,-0.05,-0.0541,A
2023-08-18,352910,소프트웨어,0.5537631687837719,8730.0,8293.5,2023-08-28,5,stop_loss,-0.05,-0.0541,A
2023-08-29,089790,반도체,0.6668946394849283,8000.0,8800.0,2023-08-30,0,take_profit,0.1,0.09590000000000001,A
