code,date,crd_remn_rt,crd_remn_chg_5d,prm_net_5d_ratio,prm_net_5d_raw
036000,20250702,0.59,-16.44695053990245,3.709325623562341e-08,50.0
036010,20200220,3.89,40.588227321397106,,
036010,20201008,2.9,-19.132148662008408,,
036010,20210125,3.92,-3.0927356803016504,,
036010,20210805,4.6,-3.3820106886528367,4.057262843692493e-09,385.0
036010,20211027,7.61,8.478712913736919,2.2099405465962353e-07,1086.0
036010,20211028,7.79,11.317345844907178,9.981788720085142e-08,1092.0
036010,20220513,7.41,1.24210161418854,7.216109850676592e-08,5335.0
036010,20230526,9.02,12.45514208440406,1.4181570196199447e-08,1234.0
036010,20230703,8.1,-3.3603986521453244,1.8895779905583226e-07,5709.0
036010,20230704,7.93,-7.708202891352178,2.2398292922774734e-07,6252.0
036010,20250915,2.69,-1.8060805258833246,3.513859390696849e-07,524.0
036010,20250916,2.76,3.0943560688603267,1.5763202520103512e-07,1032.0
036010,20250918,3.22,14.98659754811602,5.86505388713077e-07,858.0
036010,20250919,3.08,13.23785717245094,7.527036503218867e-07,858.0
036010,20250922,3.14,16.616737237312627,3.176107267597547e-07,610.0
036010,20251001,3.54,4.605803236642303,2.5696498947669965e-07,407.0
036010,20251002,3.59,3.609363408477928,3.0797016504582087e-07,608.0
036010,20251010,3.54,-0.7198023379919483,1.8419079652972195e-07,379.0
036010,20260325,3.48,3.481931065204069,8.511195819168828e-08,1674.0
036010,20260506,3.31,10.20007100745579,2.572519922267512e-07,1175.0
036030,20200213,0.39,0.3944199950178584,,
036030,20210112,2.27,23.74916468581507,,
036030,20210216,2.46,43.602177332816,,
036030,20210217,2.26,13.525929420829797,,
036030,20230130,1.17,17.474243302043124,1.980161228030127e-08,247.0
036030,20250716,0.82,6.02137541384582,1.462446294188955e-07,206.0
036030,20250922,0.53,-2.1785737967008223,2.4986903279534227e-07,394.0
036090,20201119,3.94,-13.601196961567108,,
036090,20210104,3.1,199.60255693239986,,
036090,20210106,5.23,123.63022538583466,,
036120,20200629,2.34,13.361495480846886,,
036120,20220929,4.4,12.74938821994529,5.048344516286423e-09,893.0
036120,20221011,1.39,-66.89325987868261,1.0733529745918936e-08,2392.0
036170,20260108,0.03,0.0,1.5306612876340388e-08,26.0
036170,20260109,0.03,0.0,4.1825501128786625e-08,115.0
036170,20260112,0.03,0.0,2.8376087561188404e-09,114.0
036170,20260223,0.0,4.53514739229024,2.3608007024576245e-08,333.0
036170,20260224,0.0,4.53514739229024,5.5459485073273774e-09,219.0
036170,20260309,0.0,-79.27027364738223,9.342480091002539e-08,1363.0
036170,20260310,0.0,-83.51868049481445,6.103205676815169e-08,2129.0
036170,20260312,0.02,5931.939163498098,1.1700991419917999e-07,2782.0
036170,20260313,0.02,4769.847328244275,1.9756126109915508e-07,2608.0
036170,20260417,0.03,254.08417308832244,9.612229136819735e-08,9103.0
036170,20260508,0.0,-88.94918933586595,1.1172144804476317e-07,9020.0
036180,20210616,,,,
036180,20210617,,,,
036180,20210618,,,,
036190,20210419,0.07,-10.162287480680066,,
036190,20210607,0.29,19.812574770703172,,
036190,20250616,0.38,62.4393288032173,1.0931467175202164e-07,400.0
036190,20260220,0.25,-3.1462060456508345,7.695915549145576e-08,112.0
036190,20260223,0.22,-17.61682242990654,2.3021118508327017e-08,27.0
036190,20260320,0.16,9.12303244458721,4.1880730163952256e-08,156.0
036190,20260323,0.15,-4.49776669782902,3.672017549765276e-08,160.0
036200,20200117,5.96,9.17723237922079,,
036200,20200122,5.76,2.9145537326092263,,
036200,20200214,6.82,4.764742049466419,,
036200,20200804,5.75,6.72588134042249,,
036200,20201217,5.35,-1.914792394247633,,
036200,20210115,5.82,10.380206492786437,,
036200,20210118,5.9,8.738321515301028,,
036200,20210119,6.07,10.751004418789979,,
036200,20210120,6.02,10.633957714623342,,
036200,20210121,6.53,16.116762443229216,,
036200,20210122,6.17,5.83303348135964,,
036200,20210405,6.24,0.9109451786194267,,
036200,20210407,6.09,-1.5117228778202096,,
036200,20230717,3.62,-4.8129099875222074,3.4220180841188555e-08,3470.0
036200,20240417,5.81,-2.6084592006447416,1.4348152184478255e-08,4677.0
036200,20250915,4.15,-0.9278868909066484,6.214310203832074e-09,410.0
036200,20250924,4.35,-1.3898463205348266,2.2108157017377582e-07,5275.0
036200,20251001,4.01,-7.7936959748276085,5.270063816713416e-08,764.0
036200,20251002,4.03,-4.666954907296727,1.0186010905575465e-07,3943.0
036200,20260506,4.58,16.81140621151187,1.455065268073156e-07,3071.0
036220,20250611,1.03,2.294329059916156,1.2544981509374875e-07,523.0
036420,20190802,8.65,-73.98497964082837,,
036480,20230512,1.53,-1.644531973270047,0.0,0.0
036480,20230515,2.07,34.22954267878953,0.0,0.0
036490,20200714,,,,
036490,20200715,,,,
036490,20200716,,,,
036490,20200717,,,,
036490,20200720,,,,
036490,20201202,,,,
036490,20201214,,,,
036490,20201215,,,,
036490,20201216,,,,
036490,20201217,,,,
036490,20210719,,,,
036490,20210720,,,,
036490,20210721,,,,
036490,20210722,,,,
036540,20191031,3.08,6.426527096988188,,
036540,20191119,2.89,-0.9901561228810363,,
036540,20191216,3.03,5.977523004978136,,
036540,20191227,3.98,14.335801251969738,,
036540,20200120,3.14,14.149931605693933,,
036540,20200123,3.07,-1.2722288495469303,,
036540,20200130,3.48,13.733067458913784,,
036540,20210126,4.24,2.5570301620865266,,
036540,20210215,3.73,27.520707059813198,,
036540,20231212,2.55,-1.7953043512413336,1.3394659517875294e-08,4808.0
036540,20240124,4.2,-4.28553302789878,9.226019764336259e-10,647.0
036540,20250919,2.18,2.873191013719456,4.497473707036369e-08,1424.0
036540,20260105,2.21,-0.99880355621913,4.872990171947498e-08,3720.0
036540,20260129,2.5,-9.2492119926175,8.800468847616612e-08,6987.0
036540,20260130,2.39,-11.811557473087275,1.1767212385940011e-07,24534.0
036540,20260226,2.6,-2.2695786583126987,4.389843447533601e-08,19721.0
036540,20260424,2.25,2.0916899397899646,1.3914599879286986e-07,61538.0
036560,20200908,2.86,14.16348157349061,,
036560,20210423,3.11,16.095328902695538,,
036560,20210622,2.75,-6.580810392132852,,
036560,20210623,2.75,-6.7677768952280175,,
036560,20221027,2.7,-5.34897863160605,2.869396907770793e-07,1779.0
036560,20221109,3.0,-8.2816924290953,1.7593792596919386e-08,571.0
036560,20221125,4.29,-3.818542909099687,3.7265497999150085e-08,4056.0
036560,20240920,2.51,3.8252684928200775,0.0,0.0
036560,20240923,2.49,2.317775767218877,0.0,0.0
036560,20240925,2.05,-15.571996801187538,1.2292668218549174e-08,475.0
036560,20240926,2.0,-16.977546316955493,7.91710801245041e-09,475.0
036560,20241004,1.39,-31.525705989964614,4.7350160445766516e-08,6854.0
036560,20241007,0.63,-68.15741548734681,5.479251307410898e-08,6854.0
036620,20210427,0.1,-14.41631927341751,,
036620,20210428,0.08,-12.243293701483736,,
036620,20210429,0.06,-38.23607855247828,,
036620,20210503,0.06,-39.92054913741069,,
036620,20210510,0.05,-40.63477354338006,,
036620,20210630,0.11,5.145827175091133,,
036620,20211013,0.07,-1.7518248175182438,1.6513576826978654e-07,3637.0
036620,20211015,0.06,-10.396190476190482,3.4746788334869194e-07,5858.0
036620,20211020,0.05,-15.49034175334324,5.599692860130694e-07,4007.0
036620,20230404,0.1,25.5897553986286,2.505820241700749e-07,1909.0
036620,20230405,0.11,44.91264787330431,2.255315753676191e-07,3144.0
036620,20230412,0.2,62.29492316498613,2.951480191116272e-07,1299.0
036620,20230413,0.18,16.470515743422265,2.2576656014878084e-07,1194.0
036620,20230418,0.23,17.5273165924402,2.9591492798562785e-07,1005.0
036620,20230419,0.27,32.15188774458202,1.6867876366458818e-07,1330.0
036620,20230511,0.24,-9.112190480959415,2.0343599892242099e-07,1449.0
036620,20230525,0.4,-19.459027942879704,3.2706680758149224e-07,3339.0
036620,20230602,0.32,-20.275038794119006,2.3583621205971487e-07,1786.0
036620,20230605,0.39,7.9556669838641625,1.3255733690791557e-07,2280.0
036620,20230609,0.71,116.90701193542243,2.459133669847998e-07,4839.0
036620,20230707,1.25,28.708068368785323,2.528736812393348e-08,923.0
036620,20250523,2.04,5.3736327623271185,1.2378512278255525e-07,4973.0
036620,20250526,1.96,-1.7856510205316312,2.8765947694733475e-07,5320.0
036620,20250613,3.05,12.982964754525295,2.2063332358719198e-07,1884.0
036620,20250616,3.02,9.64525306646593,6.520580220447426e-08,800.0
036620,20250626,2.88,-2.8664567314026224,3.2283110922348756e-07,2819.0
036620,20250630,3.0,2.8513286155017026,2.8739488374681874e-07,1871.0
036620,20260210,1.12,-17.42518012899548,4.3884042556753313e-07,7705.0
036630,20201120,0.46,-24.975479425474624,,
036630,20201203,0.58,12.759965434240295,,
036630,20210216,0.66,20.629089568516434,,
036630,20210217,0.72,32.38133045447118,,
036630,20220525,1.8,-51.798762860225246,1.071600960298055e-08,38.0
036630,20240110,0.01,92.66783050309475,1.7922364462336027e-08,126.0
036630,20240111,0.0,-50.166640215838754,1.3467593687775124e-09,126.0
036630,20250430,0.02,0.0,0.0,0.0
036630,20250502,0.0,-80.00357717760687,0.0,0.0
036630,20250527,0.0,0.0,3.4261416768576645e-09,42.0
036630,20250602,0.0,0.0,8.615806129588544e-09,151.0
036630,20251112,0.0,,5.748840846847947e-10,2.0
036630,20251113,0.0,,1.053625536005651e-09,2.0
036630,20251211,0.0,-100.0,3.582979446962884e-07,727.0
036630,20251217,0.0,,2.1141542476520193e-07,696.0
036640,20200526,3.98,17.706167706167708,,
036640,20200527,4.02,17.92385809511028,,
036640,20201119,2.17,-34.321565495798254,,
036640,20201215,2.01,-14.779584397396818,,
036640,20201216,1.96,-16.699427399367572,,
036640,20201229,2.35,20.758716422390066,,
036640,20210104,3.34,40.83926023968565,,
036640,20210126,4.11,2.935014966926075,,
036640,20210204,4.66,8.700668822567813,,
036640,20210215,6.14,31.686369157312775,,
036640,20210216,6.0,10.693637391504907,,
036640,20210908,6.39,9.695235120953338,1.9291472317253307e-08,1564.0
036640,20211015,7.01,-10.73951343032168,1.4898335677264744e-08,2236.0
036690,20200729,5.12,36.21460031064492,,
036690,20210603,6.1,12.776375976412702,,
036690,20210604,6.09,6.06600376267401,,
036710,20200730,0.92,-5.498470426468549,,
036710,20200731,0.85,-8.336849046007877,,
036710,20210121,1.98,-9.908846277221372,,
036710,20211109,2.15,0.32298029240012127,5.435805675670222e-09,378.0
036710,20211111,2.47,20.89965422858384,7.803519060894122e-08,2969.0
036710,20211115,2.26,13.468273918155127,2.485426743398561e-07,4180.0
036710,20220103,2.5,7.0100951143663215,2.7768850097159057e-08,1481.0
036710,20250915,0.46,10.807530801532007,3.570893978592464e-07,850.0
036710,20250916,0.48,13.347337319083131,1.7855845619157526e-07,862.0
036710,20250917,0.49,15.101221116779385,2.0989684102662825e-07,699.0
036710,20250922,0.43,-7.774089975888165,2.652883635314184e-07,1103.0
036710,20250925,0.4,-8.451492380319259,2.876664822998295e-07,1457.0
036710,20251001,0.24,-38.13628587720965,3.512125725437421e-08,459.0
036710,20251002,0.21,-45.0252083074816,2.3240328811833742e-08,459.0
036710,20251010,0.19,-22.90947816826411,2.7588113031907865e-08,454.0
036710,20260508,0.04,-57.72562375064781,2.971407638062834e-07,4940.0
036710,20260511,0.04,-57.72562375064781,2.644508210138364e-07,4637.0
036800,20190712,0.12,-3.9273246588384603,,
036800,20190812,0.78,-9.78299213673658,,
036800,20190813,1.09,30.84532801292099,,
036800,20190814,1.35,61.75750044381325,,
036800,20190816,1.35,54.637248421580466,,
036800,20210510,0.8,-0.46209812211188694,,
036800,20210511,0.78,-3.7748882075643198,,
036800,20250605,0.14,11.775388638675,1.7440627705329302e-08,173.0
036800,20250716,0.07,-40.21156354151573,1.2988193150769663e-07,508.0
036800,20260420,0.48,145.0049751243781,8.9112884145369e-09,246.0
036810,20200109,7.46,-9.281889669247857,,
036810,20200219,7.92,0.5402355419439564,,
036810,20200520,5.69,27.5143798267224,,
036810,20200525,7.64,68.42599688242927,,
036810,20200601,7.26,-4.980840435632072,,
036810,20200608,7.46,2.7896846827850874,,
036810,20200616,4.96,-34.166509845012115,,
036810,20200617,4.65,-41.19834010206702,,
036810,20200619,5.39,-4.849022286024896,,
036810,20200622,5.36,-1.2389912329274444,,
036810,20200624,5.25,12.809149543953735,,
036810,20200625,5.17,-0.8088068396761794,,
036810,20230330,2.89,7.852073535699011,5.6099291844004455e-08,1518.0
036810,20230331,2.98,11.357799202594743,4.653490148880171e-08,1518.0
036810,20230411,3.41,13.753854428658308,8.816902250176493e-08,3611.0
036810,20230721,4.94,25.31218920501548,1.596673306843108e-07,8928.0
036810,20240415,4.03,5.544615960243293,1.6220387477635165e-08,3096.0
036810,20250909,4.03,7.652068111748345,4.4236059163226126e-07,4975.0
036810,20250915,4.45,13.179172431024355,9.915100203638423e-08,1529.0
036810,20250917,4.85,15.684903969422791,5.549671278801479e-08,2120.0
036810,20251024,6.24,1.3549795127688613,2.3675521080152324e-07,13804.0
036810,20260128,6.0,1.5159320094844775,3.14509874954003e-07,18684.0
036830,20190715,0.88,19.610150335196398,,
036830,20191008,1.59,-13.972519328113563,,
036830,20200117,1.0,-14.468786144022083,,
036830,20230405,1.02,-13.940351210552148,5.8631504886009664e-08,1209.0
036830,20230823,2.46,76.64532388801852,2.5787823745562796e-08,1457.0
036830,20230901,2.74,-1.0353338574081605,1.1390142688934404e-07,898.0
036830,20231204,1.66,1.354452163936526,5.967215335415154e-08,2894.0
036830,20231215,1.83,0.05869550537869195,5.956892321926806e-08,1226.0
036830,20231218,1.71,-7.796848066347872,6.381030472611022e-08,1226.0
036830,20240206,1.79,8.618894467710959,1.1914103454107187e-08,1493.0
036830,20240214,2.26,27.717547396195428,2.970201200219964e-08,5477.0
036830,20240220,2.92,26.008619964592917,3.5659644382324696e-09,1246.0
036830,20240610,1.97,12.69489802832171,1.763769289754062e-08,1611.0
036830,20260128,1.23,-7.397782273919917,7.353296919213385e-08,2717.0
036830,20260130,1.38,5.170987562898932,8.055815104568671e-08,1437.0
036830,20260311,0.97,-5.395101610649067,6.755760270745675e-08,1405.0
036890,20200721,2.84,-7.498218248025646,,
036890,20200904,3.68,-0.9638200104661765,,
036890,20200907,7.67,104.72377219248673,,
036890,20210326,4.67,1.7689422949698663,,
036890,20210329,5.01,6.841562910651655,,
036890,20221118,3.05,10.632521550996653,6.131332218250829e-08,835.0
036890,20221121,2.98,4.302706328221673,4.029229312999368e-08,835.0
036890,20221122,3.02,-14.943548094974602,6.13872058338921e-08,988.0
036890,20221130,3.26,7.405681394856223,2.592532526715616e-07,3631.0
036890,20250520,2.51,-2.899661131993969,2.3562135179165385e-08,1723.0
036890,20250724,2.72,-2.8962809335554396,6.72142808881542e-08,933.0
036890,20250910,1.8,-15.08735743751517,1.8144122541601527e-06,4209.0
036890,20251023,1.57,1.5381890787147245,2.277330934042943e-07,1186.0
036890,20251212,1.69,-0.9430223218060418,1.25283152718141e-06,3550.0
036890,20251215,1.71,1.533510593966514,7.836296754895842e-07,3363.0
036890,20260203,1.83,-0.010604349262877122,1.9273180442335603e-07,2774.0
036890,20260212,2.57,12.0925455536383,8.23746823915236e-08,1331.0
036890,20260313,2.32,-10.209356196403728,2.719186804304286e-07,2511.0
036890,20260504,2.49,5.965323182766169,2.426498115334347e-07,2577.0
036890,20260507,2.29,-6.546487816376445,3.243263425370282e-07,8107.0
036930,20201202,5.03,-5.760984583956407,,
036930,20210114,5.25,-1.6074836124284064,,
036930,20210119,5.45,-2.258935904733128,,
036930,20210204,5.34,-8.665907993728016,,
036930,20210215,6.44,20.61122697564104,,
036930,20210414,5.79,6.9030882055752585,,
036930,20210415,5.99,9.670676969377357,,
036930,20210419,6.81,22.4824387316775,,
036930,20210420,7.06,26.669134260623963,,
036930,20210527,6.29,1.8731160177562156,,
036930,20210623,6.86,1.2327697243767588,,
036930,20211123,6.01,8.912924871617477,2.7283514173764134e-07,18737.0
036930,20211202,5.32,-15.504793898692327,1.667122895706554e-07,28885.0
036930,20211203,5.33,-12.02136591899825,3.2125085795762287e-07,30782.0
036930,20211228,4.99,-12.144977711278692,4.680383074746966e-07,17398.0
036930,20220114,5.3,6.601884790613499,2.0609927400198773e-07,11489.0
036930,20220225,7.35,12.994340210671872,0.0,0.0
036930,20220228,7.29,10.389701576936638,3.362938994514432e-08,2687.0
036930,20220302,7.54,11.992879366278352,9.535318601495473e-08,4351.0
036930,20230717,5.3,-0.007265003501655265,4.823827792756792e-08,17466.0
036930,20230724,5.61,5.901564550144478,2.06145469094081e-09,203.0
036930,20230725,5.56,1.1582260574338754,2.2124036812483473e-09,203.0
036930,20230727,4.86,-17.7014294126157,3.489263648014506e-08,5960.0
036930,20230728,4.7,-18.859044646778155,8.617833449870955e-08,23069.0
036930,20230801,4.88,-12.246678635146946,2.395323253354934e-07,36075.0
036930,20230914,3.69,-0.4266299021791431,2.354408868199777e-08,9103.0
036930,20231115,3.36,-9.01381158038842,1.7913328077151197e-07,28556.0
036930,20240228,3.2,-5.591050422061428,7.837732281049783e-08,39558.0
036930,20250321,1.74,-11.76560040835425,1.9576835708489e-07,29710.0
036930,20260203,2.33,-22.522973727400153,1.2695339882383875e-07,8029.0
036930,20260204,2.59,-7.555733155131728,1.12749533498103e-07,8029.0
036930,20260209,2.74,14.491880815163327,7.582682026511334e-08,5428.0
036930,20260219,2.88,5.495984849710078,3.5789191118868026e-08,5425.0
036930,20260303,2.86,1.369071839196101,1.5266841138600804e-07,32242.0
036930,20260305,2.82,-2.7936530112977365,1.83162380216128e-07,51877.0
036930,20260310,2.67,-6.975443105535906,9.733900428743739e-08,35782.0
036930,20260420,2.99,5.587306686629101,1.1630023005321121e-07,96144.0
036930,20260421,3.11,6.299613562565165,8.704815475550568e-08,96144.0
036930,20260422,3.03,2.5250673290778014,1.3655247478809387e-07,132334.0
036930,20260511,1.67,-12.487868802430613,4.083786531198135e-08,13790.0
037030,20250903,2.38,2.9597746502068922,2.2796950636688613e-07,361.0
037030,20250909,2.27,-4.804723975104097,2.6560224788864624e-07,705.0
037030,20250918,2.22,-1.445896670429092,2.64411151570137e-07,2481.0
037030,20260319,4.07,35.27446294519827,0.0,0.0
037030,20260323,4.82,50.071999318925364,0.0,0.0
037030,20260327,4.58,2.1987336788523715,1.0154862523627087e-08,844.0
037030,20260330,4.19,-13.055771891109513,3.177985804443681e-09,921.0
037030,20260414,3.84,88.0910816955161,9.721225519904883e-10,243.0
037030,20260506,4.39,-3.357965584832412,1.4986183268297337e-08,1844.0
037070,20200504,2.84,85.60644070316275,,
037070,20200518,5.24,10.536896593234623,,
037070,20200525,5.76,9.838085229190941,,
037070,20210308,3.38,21.759598123136435,,
037070,20210309,3.36,18.387016680585955,,
037070,20210322,2.94,-6.744437681747484,,
037070,20210323,2.9,-7.044756642316452,,
037070,20210325,2.81,-6.657680665909949,,
037230,20200828,5.59,-2.01422058070988,,
037230,20200831,5.47,-4.440367126202771,,
037230,20200923,4.7,16.41345892358279,,
037230,20201123,6.49,25.52283502903887,,
037230,20201216,6.16,-0.8135111010503016,,
037230,20201221,5.56,-7.451069316556403,,
037230,20250428,0.82,136.73135755258124,1.518458271827566e-08,108.0
037230,20260326,0.96,24.437743325917683,8.775732652482126e-09,177.0
037330,20190715,6.54,56.148152312044154,,
037330,20200902,3.38,-8.153340724617797,,
037330,20200923,4.76,0.0483635179613362,,
037330,20201005,5.24,9.84125060186576,,
037330,20210126,7.23,5.848353279253082,,
037330,20230816,2.39,-3.3262568434685336,1.3296667172364935e-09,69.0
037330,20230817,2.61,10.683840176104287,2.5941408263065517e-10,53.0
037350,20210104,0.99,-18.28203512599079,,
037350,20210106,0.95,-11.718202981466074,,
037350,20210118,1.05,-3.2479905257171704,,
037350,20210119,1.06,-0.5056608765189319,,
037350,20240814,1.42,-0.585721636798886,1.9074316139739236e-09,23.0
037350,20240816,1.44,2.27323429383135,3.086136683286935e-09,23.0
037350,20240822,5.16,260.47007777617745,9.840220985847995e-08,597.0
037350,20251117,1.73,-7.599668772913592,5.69088291751871e-07,731.0
037350,20251209,1.54,-4.368078292808408,5.240526619489069e-08,61.0
037350,20251212,1.72,6.641114204350562,1.28654943173404e-07,132.0
037350,20260105,2.11,21.913459641914802,1.5182572426136928e-07,720.0
037350,20260224,2.26,2.109796813607545,2.953838836996563e-07,761.0
037350,20260225,2.33,5.35288100920559,7.156794088467136e-08,738.0
037350,20260226,2.29,1.5351209118746212,2.7870073911710207e-08,371.0
037350,20260227,2.31,5.253970243317285,1.0504942623073707e-08,371.0
037350,20260427,3.58,-3.072749753071502,3.0541001543219727e-07,2128.0
037370,20201027,0.89,-2.030805168260452,,
037370,20201209,1.23,0.30991735537189147,,
037370,20210114,1.12,-6.928720026278334,,
037370,20210119,1.23,13.682689009750604,,
037370,20210623,1.55,7.761686289683634,,
037370,20210624,1.57,10.251475973395108,,
037370,20210913,1.51,-5.287671010959283,7.253163505030918e-08,1738.0
037370,20210915,2.59,78.98094322500651,1.1322266996746826e-07,2176.0
037370,20210927,2.32,-8.323126041645745,7.191155312525685e-08,1307.0
037370,20211001,2.69,13.41368057799972,5.543876226152973e-08,1646.0
037370,20230322,3.41,60.62870661084947,1.4119048985803233e-08,1210.0
037370,20230327,3.19,-3.6663601752245367,4.678131965738497e-09,499.0
037370,20230328,3.3,0.6646112165489715,1.156538580492034e-09,128.0
037370,20230502,2.41,4.619115863741596,1.973851409048833e-08,3884.0
037370,20230503,1.77,-29.8383635450436,8.967145866566713e-09,3884.0
037400,20200114,0.06,-27.084720372836212,,
037400,20200825,0.25,126.53702051739519,,
037400,20200826,0.25,157.56445727575286,,
037400,20210122,1.11,-15.707201674173154,,
037400,20210412,3.03,7.903388649517229,,
037400,20210413,3.22,15.718561580498424,,
037440,20210201,0.95,-35.241633882170085,,
037440,20210325,0.93,-1.858312190407152,,
037440,20210409,1.06,3.486200312445753,,
037440,20210420,2.67,-9.235099796541945,,
037440,20210421,2.69,-8.3822294690987,,
037440,20221104,10.02,1.7396204928329384,8.755138257064402e-09,4112.0
037440,20260409,5.53,-3.730104713676463,1.8393327680528907e-09,224.0
037440,20260507,3.63,37.9323857652524,2.5418278693482145e-08,1743.0
037460,20200810,3.46,0.40546383787116724,,
037460,20200812,3.73,10.584350588593683,,
037460,20210125,4.61,1.4210057860910341,,
037460,20250228,1.07,-3.3084014040612786,4.123353299260663e-08,902.0
037460,20250620,1.2,3.1642597771192493,7.599701360609945e-08,279.0
037460,20250709,1.4,1.716655160738556,2.9918929307527253e-07,394.0
037460,20250917,1.27,-0.8133516927021467,3.933008428326446e-07,800.0
037460,20251202,1.04,-3.349603968227066,6.954418016051118e-07,910.0
037460,20251222,1.14,-1.2451275900705383,3.830556630239499e-07,394.0
037460,20260105,1.05,-7.821718093459529,2.1390796939521987e-08,492.0
037460,20260126,1.27,4.8737631094086575,1.7480334787599123e-08,153.0
037460,20260127,1.32,10.046922300706363,2.288666856574658e-08,153.0
037460,20260129,1.68,36.455253033734536,2.6027510852031215e-08,203.0
037460,20260130,1.67,34.562406872845465,6.579308797555655e-09,50.0
037460,20260224,1.04,-11.441240082796067,2.0777748233926703e-07,515.0
037460,20260417,1.35,8.664574361968702,2.2032587088066515e-07,1643.0
037460,20260420,1.41,13.453092639649821,1.4976382995360995e-07,1779.0
037460,20260423,1.64,18.19605125821193,1.5312383929359484e-07,1330.0
037460,20260506,1.47,-13.47551987176735,1.5988569041086513e-07,2800.0
037760,20210615,5.35,3.1272333624623894,,
037950,20200107,3.31,5.614757478403543,,
037950,20230315,4.06,-10.537593509956377,1.6568169635400706e-09,453.0
037950,20230406,6.19,226.13135071545574,1.4226705962559975e-08,4610.0
037950,20260508,2.87,-60.27225351182403,0.0,0.0
038010,20200702,2.02,67.34577966691705,,
038010,20200703,2.13,42.99753751385613,,
038010,20201202,9.64,2.0490286499791566,,
038010,20210402,8.06,36.241843741379284,,
038010,20230703,3.75,-7.897175375290255,6.203213848708673e-08,283.0
038060,20230424,0.52,25.025778306563563,5.223115732495897e-09,177.0
038060,20260416,0.01,26.31222026312221,3.719847947186802e-08,545.0
038070,20200122,2.77,-0.7013698630137011,,
038070,20200128,5.94,113.9437031919436,,
038070,20210106,10.46,-2.954698486318219,,
038070,20210513,10.21,-1.6857167685311203,,
038070,20210514,10.7,6.054360473789422,,
038070,20210517,7.32,-28.723727012783463,,
038070,20210817,9.82,14.149537861502548,1.9934516048950528e-08,10819.0
038110,20200916,0.78,0.14823322682138151,,
038110,20210121,0.76,-18.43019707644341,,
038110,20210318,0.85,15.27927927927928,,
038110,20210319,1.04,31.099806625270876,,
038110,20210331,1.86,32.60928717687963,,
038110,20210628,3.47,13.414951744183835,,
038110,20210908,2.91,3.0847283823679295,2.5847852782949047e-09,894.0
038110,20230411,7.28,12.763176184906921,6.691364436528226e-10,283.0
038110,20230412,7.36,10.255954574782034,4.506363568410801e-09,1632.0
038160,20190627,,,,
038290,20200311,8.64,89.55660301328932,,
038290,20251222,2.0,0.11162098474513105,2.2734845119012644e-07,1215.0
038290,20260130,1.95,-0.538465140235056,1.158979930524033e-07,2128.0
038340,20190628,,,,
038390,20200803,0.54,746.6118362238512,,
038390,20210430,1.17,24.157786180818142,,
038390,20210503,1.17,30.60560269673369,,
038390,20210510,1.22,4.569411345904739,,
038460,20200713,3.54,-0.9863630530245082,,
038460,20200731,4.71,16.125489850409693,,
038460,20200803,4.83,13.055999293120246,,
038460,20200804,5.08,6.434538215317365,,
038460,20200810,3.43,-28.949985345762876,,
038460,20200811,3.36,-33.74693151033262,,
038460,20240411,3.95,3.9915948357768682,8.12589542721552e-10,54.0
038460,20240412,4.11,7.7911041487843224,8.732200008455129e-10,131.0
038460,20240520,6.36,5.829601863756428,1.5396192322865656e-08,1777.0
038460,20260202,6.99,-13.25057026925236,2.584466094606826e-08,1383.0
038460,20260203,7.61,-3.9768657604295043,7.407731180695974e-09,1411.0
038500,20210203,1.34,-8.224625167158173,,
038500,20251211,1.53,86.52916604589005,1.0395945390326877e-08,1428.0
038500,20251212,1.8,118.6258559007463,5.339263854740614e-09,1248.0
038500,20251215,1.82,101.2471040818946,4.44678152147108e-09,2062.0
038500,20260128,1.73,-0.054290553656988205,1.5737090990347907e-08,2973.0
038500,20260130,2.33,30.449534512110652,7.065717629387274e-09,3592.0
038500,20260202,1.79,3.035992576879476,1.92410829207236e-08,5352.0
038500,20260203,2.37,30.231207021610263,3.010608457850328e-08,4937.0
038500,20260206,1.63,-29.432385200353885,7.83063530670712e-09,9289.0
038530,20260204,1.13,-34.41647764432375,1.9041292956812555e-08,248.0
038530,20260212,0.84,-29.71326997899666,6.864964673839107e-09,446.0
038530,20260512,0.0,-100.0,0.0,0.0
038540,20210608,2.46,-4.319987678780201,,
038540,20210901,2.52,2.548084284591279,1.8545370644704854e-07,4454.0
038540,20210902,2.52,2.064316041227965,4.6841191835725676e-07,4484.0
038540,20211006,2.29,-4.8311642473206735,2.0558440738934234e-07,5294.0
038540,20220411,1.7,-2.6192944991009437,9.33307453495404e-08,1312.0
038540,20220412,1.75,0.05344121415156167,1.5025593734173947e-07,2154.0
038540,20220413,1.75,-0.2734206212929413,1.8325940195552914e-07,2434.0
038620,20210413,8.08,-4.383263268209525,,
038620,20210414,8.16,-1.1980467406212725,,
038620,20210416,7.29,-7.139554379330182,,
038620,20210419,4.78,-41.469162179183904,,
038620,20210507,2.14,-15.273214115690214,,
038620,20210510,2.09,-17.361125963140612,,
038620,20210511,2.04,-18.730319366327386,,
038620,20210512,1.9,-14.363477024323302,,
038620,20210601,3.74,17.281991126247753,,
038620,20250407,2.41,0.8694177936142022,1.788388498884276e-09,40.0
038680,20210706,6.95,16.426747469870495,,
038680,20210714,8.42,15.61623119935005,,
