date,close,updown,comp,change,open,high,low,volume,amount,marcap,kosdaq_return,kosdaq_ma5,kosdaq_disparity,kosdaq_volatility,kosdaq_foreign_net,kosdaq_inst_net
20230810,911.29,1,2.31,0.0025,904.68,912.65,899.01,1260880165,11837433980853,442526218430911.0,0.2541310039824829,905.8520000000001,100.60031881587719,1.5077154352920354,-98438275402.0,-12731613795.0
20230811,912.2,1,0.91,0.001,913.97,918.18,908.27,1393876361,12114987929856,443015508574880.0,0.09985844242776931,904.606,100.83948149802235,1.0842806656673598,-27216056507.0,-7314215600.0
20230814,901.68,2,-10.52,-0.0115,907.43,908.13,894.08,1181117277,10959792266814,434975779332580.0,-1.1532558649419045,905.298,99.6003525910805,1.548328796711587,-132316093710.0,-38081058240.0
20230816,878.29,2,-23.39,-0.0259,893.93,895.42,877.85,1218844755,11871578403621,423722659451219.0,-2.59404666844113,902.488,97.31874551240568,1.9654782812971863,-164477634916.0,123508325015.0
20230817,886.04,1,7.75,0.0088,875.15,887.67,863.32,1108792128,12366249413879,427494238868875.0,0.8823964749683944,897.9,98.6791402160597,2.78238016340055,39449986752.0,171227638605.0
20230818,877.32,2,-8.72,-0.0098,878.52,882.08,874.27,1122467744,10118534840757,423332043652265.0,-0.9841542142566828,891.106,98.45293376994432,0.8889951281701111,-214562950412.0,-40732442749.0
20230821,888.71,1,11.39,0.013,881.09,894.58,879.8,1057472367,10331387410916,429635002358685.0,1.2982720102129086,886.408,100.25969982220377,1.6774676820756205,205528142081.0,173348294386.0
20230822,893.33,1,4.62,0.0052,898.4,899.21,889.71,1230524856,12045691549361,432030558011584.0,0.5198546207424215,884.738,100.97113495746764,1.0574354407836153,65683652603.0,-22393364972.0
20230823,882.87,2,-10.46,-0.0116999999999999,892.65,892.65,881.4,1436368175,12719265998466,427031001522470.0,-1.1708998914175095,885.6540000000001,99.68565602368417,1.2602923878339773,-163570110115.0,-79887118788.0
20230824,901.74,1,18.87,0.0214,893.46,902.64,892.12,1277063374,12336262388525,436356997642281.0,2.137347514356591,888.7940000000001,101.45658048996728,1.1774449891433285,332705905671.0,121445859247.0
20230825,899.38,2,-2.36,-0.0026,891.21,902.81,890.08,1163466806,10987193580868,435370241626392.0,-0.26171623749640105,893.2059999999999,100.69121792733145,1.4283951032865323,59420352300.0,-97030677244.0
20230828,909.38,1,10.0,0.0111,907.53,909.48,901.84,1072274426,9798808110500,440166085727053.0,1.1118770708710368,897.3399999999999,101.3417433748635,0.8418454486353054,117246733073.0,518365695.0
20230829,916.24,1,6.86,0.0075,911.94,918.39,907.82,1312285387,12119876513592,443514841224954.0,0.7543601134839095,901.9219999999999,101.58749869722661,1.1590674825098073,131275453905.0,29339259987.0
20230830,923.81,1,7.57,0.0083,925.08,926.44,921.05,1275514494,12229250051505,447220311649114.0,0.8262027416397366,910.11,101.50531254463746,0.5826523111514788,232879460705.0,17471318283.0
20230831,928.4,1,4.59,0.005,925.57,930.42,923.4,1277534743,17037702276490,449317149907098.0,0.4968554139920478,915.442,101.41549109610439,0.7584515487753473,441653673538.0,-113958008966.0
20230901,919.74,2,-8.66,-0.0093,926.37,928.0,919.74,1071432398,14041354798243,445146060262928.0,-0.9327875915553618,919.5139999999999,100.0245782010932,0.8916523635264517,-218986720359.0,-75482388197.0
20230904,919.16,2,-0.58,-0.0006,918.12,921.63,913.04,1113978179,13183976920231,444921502645236.0,-0.06306129993259857,921.47,99.74931359675301,0.9356075458545758,-3220243280.0,-35222039034.0
20230905,921.48,1,2.32,0.0025,918.85,922.65,913.02,1084503924,12885819207284,446045836292084.0,0.2524043692066824,922.518,99.88748187027245,1.048049191924688,73070128816.0,-25497581247.0
20230906,917.95,2,-3.53,-0.0038,923.61,927.28,916.08,1091540956,13524715656220,444379723550669.0,-0.38307939401831526,921.3459999999999,99.63140883012464,1.2126330377540229,-7542213531.0,-30041469348.0
