date,code,strategy,entry_date,exit_date,net_pct,gross_pct,score_tv,news_sent_7d,news_cnt_7d,crd_remn_rt_x,crd_remn_chg_5d_x,for_net5_db,ins_net5_db,rsi_db,macd_hist_db,bb_pct_db,rsi14,atr_pct,vol_ratio,tv_ratio,for_5d,ins_5d,mcap_class,vix,vix_chg_5d,sox_ret_5d,usdkrw_chg_5d,kospi_ret_20d,crd_remn_rt_y,crd_remn_chg_5d_y,prm_net_5d_ratio,prm_net_5d_raw,stop_pct_used,entry_price,stop_hit,stop_net,actual_net,stop_better
20190626,048410,h252_40,20190627,20190822,-40.0463,-39.7163,672703196400.0,,0,,,971.0,-61.0,83.75,95.5719,,70.1841,6.8492,12.1285,13.5992,1.3599,-0.0846,3.0,16.21,9.8983,1.0415,-0.407,2.6114,3.85,6.562310985206676,,,-10.0,21150.0,True,-10.245,-40.046,True
20190626,159580,h252_40,20190627,20190822,-33.3735,-33.0435,14742030300.0,,0,,,697.0,3463.0,83.34,173.7048,,71.8951,7.2324,4.7376,5.5535,2.5031,12.4376,3.0,16.21,9.8983,1.0415,-0.407,2.6114,0.57,47.045101088646966,,,-10.0,13800.0,True,-10.245,-33.374,True
20190626,255440,h252_40,20190627,20190822,-16.8212,-16.4912,10104761650.0,,0,,,790.0,5713.0,,,,76.3975,5.3842,1.4911,1.7703,2.1634,15.6257,3.0,16.21,9.8983,1.0415,-0.407,2.6114,2.74,30.917846198745067,,,-10.0,28500.0,True,-10.245,-16.821,True
20190627,099520,h252_40,20190628,20190823,-33.9838,-33.6538,1467661560.0,,0,,,417.0,-3.0,,,,76.3034,5.2996,3.0401,3.548,12.1881,,3.0,15.82,2.7273,3.2896,-0.407,3.2584,0.58,1.0468573342824916,,,-10.0,2080.0,True,-10.245,-33.984,True
20190627,950110,h252_40,20190628,20190823,-39.7744,-39.4444,6453235700.0,,0,,,,,,,,77.0291,4.3928,3.629,4.2672,0.7608,4.8731,3.0,15.82,2.7273,3.2896,-0.407,3.2584,,,,,-10.0,18000.0,True,-10.245,-39.774,True
20190627,038160,h252_40,20190628,20190823,8.0033,8.3333,66787206250.0,,0,,,,,,,,86.5245,5.768,11.6458,14.1192,-9.0371,,3.0,15.82,2.7273,3.2896,-0.407,3.2584,,,,,-10.0,10200.0,True,-15.441,8.003,False
20190627,088290,h252_40,20190628,20190823,-17.83,-17.5,6697138085.0,0.0,2,,,-314.0,-19.0,88.73,143.5469,1.0396,88.7275,7.3809,2.1332,3.324,-6.131,,3.0,15.82,2.7273,3.2896,-0.407,3.2584,0.28,-68.91997667137332,,,-10.0,3600.0,True,-10.245,-17.83,True
20190627,070590,h252_40,20190628,20190823,-14.5294,-14.1994,1498826485.0,,0,,,2.0,-38.0,67.7,21.3613,1.323,67.7018,5.9521,10.9934,12.1689,0.0341,,3.0,15.82,2.7273,3.2896,-0.407,3.2584,0.37,22.839211568749107,,,-10.0,3310.0,True,-10.245,-14.529,True
20190628,023770,h252_40,20190701,20190826,83.0033,83.3333,8944494900.0,0.0,3,,,430.0,0.0,79.52,129.2238,1.3881,79.5184,6.9774,8.311,10.9432,9.0708,,3.0,15.08,2.7273,3.2896,-0.407,2.9728,0.0,,,,-10.0,15900.0,True,-10.245,83.003,False
20190628,207760,h252_40,20190701,20190826,103.9153,104.2453,52196699580.0,,0,,,-348.0,-175.0,90.49,13.3898,,81.4273,5.2191,46.0527,57.9652,-3.2992,,3.0,15.08,2.7273,3.2896,-0.407,2.9728,3.37,7.824814891594722,,,-10.0,4240.0,False,103.915,103.915,False
20190628,038340,h252_40,20190701,20190826,-40.33,-40.0,13444231910.0,,0,,,,,,,,77.9433,18.9922,0.9806,1.77,,,3.0,15.08,2.7273,3.2896,-0.407,2.9728,,,,,-10.0,7500.0,True,-11.578,-40.33,True
20190701,068940,h252_40,20190702,20190827,-38.1786,-37.8486,6439421080.0,,0,,,-113.0,0.0,,,,68.1237,5.1772,13.5994,15.4385,-1.4476,,3.0,14.06,-13.6364,7.6507,0.3496,2.7703,3.85,3.2713920680251585,,,-10.0,2510.0,True,-10.245,-38.179,True
20190701,149950,h252_40,20190702,20190827,-17.5797,-17.2497,2447432690.0,,0,,,273.0,32.0,,,,68.3458,3.6848,3.7415,3.9852,2.0972,,3.0,14.06,-13.6364,7.6507,0.3496,2.7703,0.47,-20.239894523587488,,,-10.0,8290.0,True,-10.245,-17.58,True
20190701,023770,h252_40,20190702,20190827,44.2221,44.5521,2310727450.0,0.0,4,,,429.0,145.0,86.81,300.4848,1.4189,86.8056,6.6314,1.083,1.8314,6.9756,,3.0,14.06,-13.6364,7.6507,0.3496,2.7703,0.21,,,,-10.0,20650.0,True,-10.245,44.222,False
20190702,131400,h252_40,20190703,20190828,11.6898,12.0198,6952948505.0,,0,,,106.0,0.0,,,,75.2405,3.9157,28.2662,31.8434,1.5518,,3.0,12.93,-20.2344,2.8555,1.1349,2.7703,1.76,-0.7867225684802581,,,-10.0,4035.0,True,-10.245,11.69,False
20190702,171010,h252_40,20190703,20190828,15.3843,15.7143,4290525295.0,,0,,,-84.0,99.0,87.05,119.4831,1.5515,87.0503,4.478,27.111,34.9301,,,3.0,12.93,-20.2344,2.8555,1.1349,2.7703,0.38,0.0680812436173905,,,-10.0,6300.0,True,-10.245,15.384,False
20190702,060250,h252_40,20190703,20190828,7.3243,7.6543,23750450900.0,,0,,,3419.0,2547.0,86.39,99.0452,0.8699,86.4125,4.2487,2.1021,2.3666,7.3118,5.446,3.0,12.93,-20.2344,2.8555,1.1349,2.7703,3.02,1.2992136300247203,,,-10.0,20250.0,True,-10.245,7.324,False
20190702,023770,h252_40,20190703,20190828,29.4572,29.7872,2703988850.0,0.0,3,,,423.0,273.0,91.2,541.4743,1.3782,91.1957,6.3843,0.9295,1.9694,5.2945,,3.0,12.93,-20.2344,2.8555,1.1349,2.7703,0.26,836.0433604336043,,,-10.0,23500.0,True,-10.245,29.457,False
20190703,023770,h252_40,20190704,20190829,11.9258,12.2558,60268645850.0,0.0,3,,,301.0,17.0,93.99,857.165,1.336,93.9859,6.207,17.0059,40.1083,2.9035,,3.0,12.57,-20.5436,0.9328,1.1562,-0.1653,0.26,4041.3654618473897,,,-10.0,28150.0,True,-10.245,11.926,False
20190703,048260,h252_40,20190704,20190829,-40.6131,-40.2831,13493282500.0,,0,,,,,,,,64.3727,3.6204,2.2181,2.3046,7.6648,-1.5808,2.0,12.57,-20.5436,0.9328,1.1562,-0.1653,,,,,-10.0,77700.0,True,-10.245,-40.613,True
20190703,171010,h252_40,20190704,20190829,5.4243,5.7543,33972687240.0,,0,,,-84.0,-68.0,91.07,233.792,1.398,91.0689,4.7968,75.9646,100.8647,,,3.0,12.57,-20.5436,0.9328,1.1562,-0.1653,0.44,18.46347319080828,,,-10.0,6430.0,True,-10.245,5.424,False
20190704,052900,h252_40,20190705,20190830,-19.3776,-19.0476,56320041110.0,,0,,,-587.0,122.0,84.1,22.3379,1.5307,84.1019,3.7167,340.3872,414.0368,-9.591,,3.0,12.57,-20.5436,0.9328,1.1562,-0.1458,2.09,-6.843007209218143,,,-10.0,1365.0,True,-14.164,-19.378,True
20190704,123010,h252_40,20190705,20190830,71.4118,71.7418,2055900880.0,,0,,,-53.0,0.0,,,,76.049,5.5245,7.4369,8.7063,-1.2306,,3.0,12.57,-20.5436,0.9328,1.1562,-0.1458,0.32,2.4089129780186624,,,-10.0,8210.0,True,-10.245,71.412,False
20190704,056700,h252_40,20190705,20190830,-34.4069,-34.0769,48377083700.0,,0,,,1929.0,-612.0,80.54,22.2042,,74.7,7.5739,4.412,5.5243,10.2799,-3.2606,3.0,12.57,-20.5436,0.9328,1.1562,-0.1458,4.61,-8.196881091617936,,,-10.0,6500.0,True,-10.245,-34.407,True
20190704,207760,h252_40,20190705,20190830,83.2041,83.5341,82568664450.0,,0,,,-543.0,-286.0,89.13,21.4008,,83.3172,6.4182,12.9794,16.2768,-4.2148,-2.2231,3.0,12.57,-20.5436,0.9328,1.1562,-0.1458,4.29,26.65095360638785,,,-10.0,4980.0,False,83.204,83.204,False
20190705,030350,h252_40,20190708,20190902,-35.33,-35.0,20780160370.0,,0,,,-447.0,198.0,80.72,420.3692,1.5067,80.7326,5.9549,31.8254,41.529,-5.0497,,3.0,13.28,-20.5436,0.9328,1.1562,0.0873,0.58,-0.0032269514989136,,,-10.0,5800.0,True,-11.969,-35.33,True
20190708,005290,h252_40,20190709,20190903,5.4671,5.7971,303902168000.0,,0,,,-12487.0,-15669.0,71.79,372.0662,1.0763,71.786,5.8926,5.9974,6.7821,-17.3484,-21.7693,3.0,13.96,7.966,-1.789,1.2243,-1.4909,4.36,28.40479255937172,,,-10.0,13800.0,False,5.467,5.467,False
20190708,023770,h252_40,20190709,20190903,-46.6157,-46.2857,23905916400.0,-0.25,2,,,-392.0,-48.0,97.15,1795.3909,1.1843,97.1541,10.9366,1.5568,3.4744,,,3.0,13.96,7.966,-1.789,1.2243,-1.4909,0.26,25.51571709233791,,,-10.0,52500.0,True,-10.245,-46.616,True
20190709,254120,h252_40,20190710,20190904,-8.7859,-8.4559,4133350630.0,,0,,,5.0,-1150.0,,,,99.3262,76.3848,inf,inf,,,3.0,14.09,12.0923,-0.6311,1.0788,-1.4909,0.0,,,,-10.0,2720.0,True,-10.245,-8.786,False
20190709,019540,h252_40,20190710,20190904,61.3252,61.6552,59698311750.0,0.0,1,,,-342.0,2.0,72.79,71.9963,1.1917,72.7897,6.4031,12.7685,14.2455,-6.7235,,3.0,14.09,12.0923,-0.6311,1.0788,-1.4909,3.22,-28.39155271983802,,,-10.0,3625.0,False,61.325,61.325,False
20190710,054620,h252_40,20190711,20190905,47.9217,48.2517,13633231670.0,,0,,,508.0,-473.0,85.89,135.8513,0.9987,85.8923,5.5662,2.2903,2.9179,3.439,-3.2079,3.0,13.03,12.0923,-0.6311,0.7197,-1.5282,5.07,26.70301325607852,,,-10.0,7150.0,False,47.922,47.922,False
20190710,254120,h252_40,20190711,20190905,-16.7454,-16.4154,27432673465.0,,0,,,-1.0,-2737.0,,,,99.5641,67.5891,112.6637,132.7382,,,3.0,13.03,12.0923,-0.6311,0.7197,-1.5282,0.0,,,,-10.0,2985.0,True,-10.245,-16.745,True
20190710,060240,h252_40,20190711,20190905,-18.9014,-18.5714,24011756270.0,0.0,15,,,142.0,1.0,72.72,1273.5778,1.4199,72.7223,5.5527,49.5572,59.785,0.8835,,3.0,13.03,12.0923,-0.6311,0.7197,-1.5282,0.34,-0.5104961274721709,,,-10.0,7000.0,True,-10.245,-18.901,True
20190710,207760,h252_40,20190711,20190905,32.9557,33.2857,61923712590.0,,0,,,-988.0,262.0,76.23,10.6527,,74.4214,8.4201,3.5479,4.0786,-6.5895,1.7428,3.0,13.03,12.0923,-0.6311,0.7197,-1.5282,4.39,12.132562019968884,,,-10.0,7000.0,True,-10.245,32.956,False
20190710,019540,h252_40,20190711,20190905,34.5646,34.8946,116727834865.0,,0,,,-375.0,2.0,79.42,115.6937,1.2822,79.4236,7.0394,13.5108,16.2765,-6.5079,,3.0,13.03,12.0923,-0.6311,0.7197,-1.5282,3.34,0.7306591535231277,,,-10.0,4270.0,True,-10.245,34.565,False
20190711,207760,h252_40,20190712,20190906,23.6137,23.9437,158323756820.0,,0,,,76.0,17.0,82.51,51.8876,,78.8156,8.6827,5.8038,8.6806,0.4451,0.0978,3.0,12.93,-2.6355,0.9975,0.7197,-0.8639,4.44,3.5816423029156663,,,-10.0,7100.0,True,-10.245,23.614,False
20190711,060240,h252_40,20190712,20190906,-20.772,-20.442,61880275720.0,,0,,,-454.0,2.0,77.4,2322.5752,1.3255,77.4048,6.0192,31.7003,39.108,-2.6029,,3.0,12.93,-2.6355,0.9975,0.7197,-0.8639,0.36,6.485499800539141,,,-10.0,7240.0,True,-10.245,-20.772,True
20190711,179900,h252_40,20190712,20190906,-15.3498,-15.0198,74461144750.0,,0,,,-928.0,-205.0,,,,67.9343,6.5074,16.1428,17.8683,-2.4646,,3.0,12.93,-2.6355,0.9975,0.7197,-0.8639,3.16,-3.6653170975889937,,,-10.0,25300.0,True,-10.245,-15.35,True
20190711,066310,h252_40,20190712,20190906,13.1109,13.4409,3694332370.0,0.0,4,,,1202.0,-29.0,70.38,-6.9651,1.0374,70.3753,5.5147,1.7587,2.044,15.664,,3.0,12.93,-2.6355,0.9975,0.7197,-0.8639,4.9,6.165694721200077,,,-10.0,9300.0,True,-10.245,13.111,False
20190712,207760,h252_40,20190715,20190909,-24.2723,-23.9423,19769840520.0,,0,,,27.0,126.0,90.23,101.9649,,85.3039,7.9602,0.5145,0.7586,0.121,0.5641,3.0,12.39,-2.6355,0.9975,0.7197,-1.7941,3.73,-11.167230007844807,,,-10.0,10400.0,True,-17.072,-24.272,True
20190712,060240,h252_40,20190715,20190909,-38.706,-38.376,68013123210.0,,0,,,-1026.0,2.0,84.16,4018.8577,1.3553,84.1592,6.5315,12.6256,14.5885,-4.9084,,3.0,12.39,-2.6355,0.9975,0.7197,-1.7941,0.65,101.29438428607402,,,-10.0,8990.0,True,-10.245,-38.706,True
20190712,036800,h252_40,20190715,20190909,27.5247,27.8547,17010720350.0,,0,,,-1619.0,857.0,,,,89.116,4.0456,30.3601,37.3904,-5.5754,2.9495,3.0,12.39,-2.6355,0.9975,0.7197,-1.7941,0.12,-3.92732465883846,,,-10.0,28900.0,False,27.525,27.525,False
20190712,086450,h252_40,20190715,20190909,-8.341,-8.011,5134692500.0,,0,,,-1989.0,8284.0,76.52,216.0511,1.1347,76.5262,3.3843,2.4445,2.7532,-3.1073,12.94,3.0,12.39,-2.6355,0.9975,0.7197,-1.7941,0.45,14.3847487001733,,,-10.0,72400.0,True,-10.245,-8.341,False
20190712,121440,h252_40,20190715,20190909,-22.7542,-22.4242,1063990990.0,,0,,,-559.0,1404.0,,,,78.7599,3.0862,1.0307,1.1045,-2.671,6.7121,3.0,12.39,-2.6355,0.9975,0.7197,-1.7941,1.48,3.1958263065744674,,,-10.0,4950.0,True,-10.245,-22.754,True
20190712,226340,h252_40,20190715,20190909,-28.4219,-28.0919,21310566840.0,,0,,,1522.0,-259.0,72.65,2.58,,69.5841,6.899,3.7269,4.2021,8.9972,,3.0,12.39,-2.6355,0.9975,0.7197,-1.7941,5.71,-6.8615499211278745,,,-10.0,5660.0,True,-10.245,-28.422,True
20190712,138080,h252_40,20190715,20190909,-20.9055,-20.5755,64325444500.0,,0,,,3413.0,17215.0,,,,74.5907,5.7459,2.1223,2.5468,6.3998,32.2825,3.0,12.39,-2.6355,0.9975,0.7197,-1.7941,8.17,12.137486002636466,,,-10.0,69500.0,True,-10.245,-20.906,True
20190712,179900,h252_40,20190715,20190909,-16.7959,-16.4659,90045144900.0,,0,,,-367.0,-227.0,,,,69.2369,7.1427,9.5905,11.532,-0.9499,,3.0,12.39,-2.6355,0.9975,0.7197,-1.7941,3.16,-3.879582292953199,,,-10.0,24900.0,True,-10.245,-16.796,True
20190712,131400,h252_40,20190715,20190909,7.1227,7.4527,2793748745.0,,0,,,863.0,216.0,,,,81.9274,4.5501,2.1046,2.3349,11.1205,,3.0,12.39,-2.6355,0.9975,0.7197,-1.7941,1.75,-13.852382153045928,,,-10.0,4495.0,True,-10.245,7.123,False
20190715,032500,h252_40,20190716,20190910,38.4124,38.7424,37892598000.0,,0,,,7840.0,10251.0,87.37,555.4873,,69.8958,5.8735,0.6277,0.7268,4.1265,5.3959,2.0,12.68,-10.0071,3.7442,-0.2581,-2.0295,1.22,1.3663068145665758,,,-10.0,49300.0,False,38.412,38.412,False
20190715,171010,h252_40,20190716,20190910,-1.625,-1.295,32560951490.0,0.0,10,,,187.0,-2193.0,73.9,152.3707,0.9868,73.8969,7.7539,5.5116,6.0853,2.3159,-27.1078,3.0,12.68,-10.0071,3.7442,-0.2581,-2.0295,0.55,34.03037456391402,,,-10.0,6950.0,True,-10.245,-1.625,False
20190715,054620,h252_40,20190716,20190910,47.1474,47.4774,9049085180.0,,0,,,152.0,-911.0,82.35,154.6059,0.9827,82.3492,5.5206,1.1854,1.6077,0.9641,-5.7696,3.0,12.68,-10.0071,3.7442,-0.2581,-2.0295,5.01,1.4979005007870638,,,-10.0,7730.0,False,47.147,47.147,False
20190715,005290,h252_40,20190716,20190910,-14.7013,-14.3713,409681109050.0,,0,,,2021.0,-1056.0,78.04,463.6205,1.2233,78.0448,6.1648,4.4129,5.3541,2.259,-1.1815,3.0,12.68,-10.0071,3.7442,-0.2581,-2.0295,5.6,28.164733555213186,,,-10.0,16700.0,True,-10.245,-14.701,True
20190715,095270,h252_40,20190716,20190910,-29.08,-28.75,9644825350.0,,0,,,560.0,1105.0,87.76,860.4648,1.2561,87.7619,4.7219,4.3225,5.3398,1.6464,3.2499,3.0,12.68,-10.0071,3.7442,-0.2581,-2.0295,3.32,-2.9493204349432034,,,-10.0,32000.0,True,-10.245,-29.08,True
20190715,037330,h252_40,20190716,20190910,-23.9411,-23.6111,88893878820.0,,0,,,1576.0,799.0,,,,83.8239,6.2483,8.8179,10.6428,15.2191,7.7218,3.0,12.68,-10.0071,3.7442,-0.2581,-2.0295,6.54,56.14815231204416,,,-10.0,2880.0,True,-10.245,-23.941,True
20190715,036830,h252_40,20190716,20190910,6.9834,7.3134,86196490800.0,,0,,,-9036.0,2455.0,,,,78.6477,5.2588,5.7888,6.6899,-7.6942,2.0906,2.0,12.68,-10.0071,3.7442,-0.2581,-2.0295,0.88,19.6101503351964,,,-10.0,67000.0,True,-10.245,6.983,False
20190715,102710,h252_40,20190716,20190910,-15.9679,-15.6379,25756205650.0,,0,,,1510.0,965.0,69.04,247.6928,1.306,69.0404,5.665,4.5664,5.1346,4.3245,2.7653,3.0,12.68,-10.0071,3.7442,-0.2581,-2.0295,2.47,-29.66078081711938,,,-10.0,24300.0,True,-10.245,-15.968,True
20190716,086450,h252_40,20190717,20190911,-10.467,-10.137,2634217400.0,,0,,,-2366.0,7411.0,77.91,237.2711,0.9982,77.9124,3.3243,1.12,1.2519,-3.6407,11.4012,3.0,12.86,-1.3047,1.9116,0.1999,-2.0295,0.51,22.03749933605992,,,-10.0,73000.0,True,-10.519,-10.467,False
20190716,095270,h252_40,20190717,20190911,-27.6316,-27.3016,7696791900.0,0.0,1,,,446.0,1415.0,88.22,983.7696,1.119,88.2178,4.8334,2.7934,3.3827,1.2942,4.1093,3.0,12.86,-1.3047,1.9116,0.1999,-2.0295,3.38,-0.8168816783945765,,,-10.0,31500.0,True,-10.245,-27.632,True
20190716,123010,h252_40,20190717,20190911,-19.1641,-18.8341,1799945870.0,,0,,,314.0,-47.0,,,,73.9871,5.4413,3.5482,4.1173,6.7339,,3.0,12.86,-1.3047,1.9116,0.1999,-2.0295,0.5,11.86900202263632,,,-10.0,8920.0,True,-10.245,-19.164,True
20190716,101490,h252_40,20190717,20190911,8.228,8.558,43627854690.0,0.5963,4,,,-3494.0,454.0,66.37,107.4799,1.0197,66.3748,7.2922,8.2505,9.8296,-20.6064,2.6755,3.0,12.86,-1.3047,1.9116,0.1999,-2.0295,7.84,-3.790257473948311,,,-10.0,8530.0,True,-10.245,8.228,False
20190718,032500,h252_40,20190719,20190917,39.7478,40.0778,47199800750.0,,0,,,2372.0,-1903.0,83.36,45.0509,,70.6856,5.6414,0.7667,0.8966,1.209,-0.9697,2.0,13.53,9.201,1.5084,0.3926,-2.5966,1.15,0.3451297246319651,,,-10.0,51400.0,False,39.748,39.748,False
20190718,123010,h252_40,20190719,20190917,-30.6209,-30.2909,2613679580.0,,0,,,371.0,-28.0,,,,79.6819,5.1982,4.1284,4.8654,7.1473,,3.0,13.53,9.201,1.5084,0.3926,-2.5966,0.55,15.094264099587718,,,-10.0,9970.0,True,-10.245,-30.621,True
20190718,040910,h252_40,20190719,20190917,7.047,7.377,43901686300.0,,0,,,3526.0,1069.0,90.63,169.6393,,74.5844,4.8352,10.9557,12.7416,17.2272,5.2231,3.0,13.53,9.201,1.5084,0.3926,-2.5966,2.79,-10.429474651822224,,,-10.0,12200.0,True,-10.245,7.047,False
20190719,123010,h252_40,20190722,20190918,-41.1265,-40.7965,2819789600.0,,0,,,397.0,-54.0,,,,83.0658,5.0562,3.3446,4.2607,7.1386,,3.0,14.45,9.201,1.5084,0.3926,-1.2956,0.54,14.03857868020304,,,-10.0,11300.0,True,-12.369,-41.126,True
20190722,226340,h252_40,20190723,20190919,-30.4446,-30.1146,6262762840.0,,0,,,31.0,69.0,77.97,35.7186,,72.9667,6.3819,0.8901,1.0132,0.1692,0.3751,3.0,13.53,5.21,3.6309,-0.2649,-1.7497,5.83,4.525366497437777,,,-10.0,6110.0,True,-10.245,-30.445,True
20190723,078130,h252_40,20190724,20190920,-17.5881,-17.2581,601311436065.0,,0,,,6832.0,645.0,91.74,140.2694,,77.8048,7.0719,5.4044,6.9862,9.6533,0.9124,3.0,12.61,-9.7352,4.6148,-0.1603,-1.7497,5.72,14.187120218153693,,,-10.0,6200.0,True,-10.245,-17.588,True
20190723,226340,h252_40,20190724,20190920,-35.5972,-35.2672,12451517320.0,,0,,,2688.0,-106.0,84.16,60.292,,77.4141,6.0475,1.6968,2.0241,13.6174,-0.5385,3.0,12.61,-9.7352,4.6148,-0.1603,-1.7497,5.46,-4.613853565519365,,,-10.0,6550.0,True,-10.245,-35.597,True
20190723,049720,h252_40,20190724,20190920,-8.0086,-7.6786,1301270750.0,,0,,,227.0,149.0,,,,81.061,2.924,3.3634,3.6101,2.8526,1.8665,3.0,12.61,-9.7352,4.6148,-0.1603,-1.7497,0.32,4.981325554155891,,,-10.0,5600.0,True,-10.245,-8.009,False
20190723,096040,h252_40,20190724,20190920,0.2019,0.5319,14696734572.0,,0,,,,,,,,70.3313,7.9211,3.0849,3.6019,-4.5387,0.8419,3.0,12.61,-9.7352,4.6148,-0.1603,-1.7497,,,,,-10.0,376.0,False,0.202,0.202,False
20190724,096040,h252_40,20190725,20190923,-7.3888,-7.0588,24389748375.0,,0,,,,,,,,80.2739,7.3065,3.7537,5.8273,-1.7796,2.5542,3.0,12.07,-10.7908,6.2247,0.4937,-2.2275,,,,,-10.0,425.0,True,-10.245,-7.389,False
20190724,078130,h252_40,20190725,20190923,-22.3639,-22.0339,990069796780.0,,0,,,5282.0,159.0,93.76,228.5674,,80.9657,7.8145,5.8921,8.9683,6.8425,0.2065,3.0,12.07,-10.7908,6.2247,0.4937,-2.2275,5.97,13.847473170606106,,,-10.0,6490.0,True,-10.723,-22.364,True
20190726,032500,h252_40,20190729,20190925,42.3939,42.7239,62849305400.0,,0,,,30282.0,-23641.0,83.04,-28.5974,,72.6535,5.0906,1.2877,1.482,14.5858,-11.3879,2.0,12.16,-11.8339,4.6072,0.4937,-1.4198,1.07,-8.190825784521582,,,-10.0,53600.0,True,-10.693,42.394,False
20190729,171010,h252_40,20190730,20190926,-22.5118,-22.1818,44008870310.0,0.0,6,,,-228.0,-1642.0,70.74,50.8818,1.2539,70.7422,9.7086,2.6546,3.2107,-2.3834,,3.0,12.83,1.7446,1.5732,0.4291,-3.843,1.19,19.834774684937152,,,-10.0,8250.0,True,-10.245,-22.512,True
20190730,030960,h252_40,20190731,20190927,-31.9967,-31.6667,50712429550.0,,0,,,197.0,40.0,84.91,154.5876,,73.9715,6.6661,13.2802,15.4519,0.8398,,3.0,13.94,15.493,-1.7386,0.3485,-3.843,1.78,-0.8326959483077823,,,-10.0,15000.0,True,-14.912,-31.997,True
20190730,007770,h252_40,20190731,20190927,-8.5118,-8.1818,15376307650.0,,0,,,-117.0,10.0,75.54,234.3214,1.4212,75.5411,6.4318,21.2263,24.0851,-2.1589,0.1882,3.0,13.94,15.493,-1.7386,0.3485,-3.843,0.69,10.56427469835799,,,-10.0,16500.0,True,-17.821,-8.512,False
20190730,214150,h252_40,20190731,20190927,-8.7716,-8.4416,80005339250.0,,0,,,-1149.0,-2041.0,,,,71.6996,6.1443,15.2375,17.8529,-1.2202,,3.0,13.94,15.493,-1.7386,0.3485,-3.843,1.16,0.9487745812498672,,,-10.0,15400.0,True,-10.245,-8.772,False
20190730,220260,h252_40,20190731,20190927,-43.2853,-42.9553,256760210910.0,,0,,,-280.0,-231.0,73.69,59.8498,1.3221,73.6934,8.7427,4.2956,5.1194,-2.1336,-1.7518,3.0,13.94,15.493,-1.7386,0.3485,-3.843,8.24,19.467917812573752,,,-10.0,5820.0,True,-18.029,-43.285,True
20190730,258610,h252_40,20190731,20190927,47.3973,47.7273,41537319350.0,,0,,,-618.0,-4.0,91.62,349.1366,,83.6642,6.6277,3.8443,5.3746,-9.8377,,3.0,13.94,15.493,-1.7386,0.3485,-3.843,3.78,-32.38362993449655,,,-10.0,8800.0,True,-11.04,47.397,False
20190731,032500,h252_40,20190801,20190930,32.9424,33.2724,59638772850.0,,0,,,4542.0,-2904.0,77.33,67.674,,71.2322,5.3086,1.2629,1.4065,2.1197,-1.3552,2.0,16.12,26.5306,-3.2419,0.3315,-1.9194,1.21,4.982490563381514,,,-10.0,54700.0,True,-12.494,32.942,False
20190802,054620,h252_40,20190805,20191002,29.9474,30.2774,10973057480.0,,0,,,101.0,919.0,66.69,-51.9255,0.9713,66.6945,6.8189,2.4645,2.753,0.5999,5.4322,3.0,17.61,46.9572,-5.1372,0.3315,-2.9459,5.08,9.427462396894716,,,-10.0,8290.0,True,-10.245,29.947,False
20190802,036420,h252_40,20190805,20191002,-22.2784,-21.9484,18034079450.0,0.0,1,,,-388.0,-1994.0,19.04,-138.83,-0.4735,99.4068,12.7968,0.6281,5.7029,,,3.0,17.61,46.9572,-5.1372,0.3315,-2.9459,8.65,-73.98497964082837,,,-10.0,42600.0,True,-15.151,-22.278,True
20190805,019540,h252_40,20190806,20191004,2.493,2.823,84454115485.0,,0,,,-461.0,-53.0,70.27,39.8636,0.9833,70.2703,8.8665,3.8251,4.4532,-7.2721,-0.8529,3.0,24.59,76.3989,-10.685,3.0492,-6.694,6.57,-0.981708172219664,,,-10.0,4605.0,False,2.493,2.493,False
20190806,195990,h252_40,20190807,20191007,-4.9277,-4.5977,6793955815.0,,0,,,-249.0,0.0,,,,72.6422,7.8377,0.4943,0.6379,-1.7604,0.0001,3.0,20.17,25.1241,-6.5267,2.2102,-6.694,2.2,-4.795318576158014,,,-10.0,1305.0,True,-10.59,-4.928,False
20190806,215380,h252_40,20190807,20191007,-9.0414,-8.7114,1949641420.0,,0,,,-10.0,-124.0,,,,96.2285,36.1853,1.0773,2.1854,,,3.0,20.17,25.1241,-6.5267,2.2102,-6.694,1.03,-77.73200300396952,,,-10.0,5510.0,True,-10.245,-9.041,False
20190807,258610,h252_40,20190808,20191008,-30.0321,-29.7021,21603144680.0,,0,,,584.0,44.0,88.83,160.7132,,83.6802,7.519,2.7821,3.9983,7.4091,,3.0,19.49,9.0655,-3.959,1.4631,-8.2964,1.36,-50.38042441174888,,,-10.0,11750.0,True,-15.819,-30.032,True
20190808,251370,h252_40,20190809,20191010,-0.33,0.0,4389092700.0,,0,,,292.0,1690.0,67.87,2.9281,1.0991,67.8673,6.311,1.6192,1.7454,1.2776,7.3995,3.0,16.91,-3.975,0.1901,1.4631,-8.1869,3.38,-4.3053672359420485,,,-10.0,30850.0,False,-0.33,-0.33,False
20190809,091340,h252_40,20190812,20191011,13.2263,13.5563,4682239490.0,,0,,,209.0,987.0,79.55,109.9853,,69.7304,4.9798,7.7134,8.8669,3.1431,14.8419,3.0,17.97,-3.975,0.1901,1.4631,-6.5208,3.05,-9.059355536540837,,,-10.0,5680.0,False,13.226,13.226,False
