date,code,strategy,entry_date,exit_date,net_pct,gross_pct,score_tv,news_sent_7d,news_cnt_7d,crd_remn_rt_x,crd_remn_chg_5d_x,for_net5_db,ins_net5_db,rsi_db,macd_hist_db,bb_pct_db,rsi14,atr_pct,vol_ratio,tv_ratio,for_5d,ins_5d,mcap_class,vix,vix_chg_5d,sox_ret_5d,usdkrw_chg_5d,kospi_ret_20d,crd_remn_rt_y,crd_remn_chg_5d_y,prm_net_5d_ratio,prm_net_5d_raw,stop_pct_used,entry_price,stop_hit,stop_net,actual_net,stop_better
20210908,128660,h252_40,20210909,20211110,-16.8479,-16.5179,137308327010.0,,0,,,-3098.0,1030.0,,,,86.599,6.0767,13.407,15.9027,-20.0152,,3.0,17.96,9.4455,-0.9861,0.8089,1.0103,3.88,54.57323479825922,,,-10.0,6720.0,True,-10.245,-16.848,True
20210908,950140,h500_20,20210909,20211013,-15.9354,-15.6054,2733032350.0,,0,,,853.0,-606.0,,,,77.8948,3.6252,0.7453,0.8332,3.8331,-2.7231,3.0,17.96,9.4455,-0.9861,0.8089,1.0103,3.03,4.243136862757946,,,-10.0,11150.0,True,-10.245,-15.935,True
20210908,012620,h500_20,20210909,20211013,-30.4347,-30.1047,59431847550.0,0.0,1,,,-836.0,183.0,73.03,532.1257,1.2381,73.0347,7.7187,16.9711,21.7109,-9.5914,,3.0,17.96,9.4455,-0.9861,0.8089,1.0103,3.78,29.68534868344288,1.8693681011099585e-08,1111.0,-10.0,19100.0,True,-10.245,-30.435,True
20210908,024910,h500_40_MKT,20210909,20211110,-9.8841,-9.5541,55946178315.0,,0,,,-576.0,106.0,84.49,105.2671,1.4745,84.4862,4.6736,67.1502,85.3816,-4.1628,,3.0,17.96,9.4455,-0.9861,0.8089,1.0103,0.23,835.4887380105614,4.218339967231057e-09,236.0,-10.0,3925.0,True,-10.245,-9.884,False
20210908,024910,h500_20,20210909,20211013,-9.502,-9.172,55946178315.0,,0,,,-576.0,106.0,84.49,105.2671,1.4745,84.4862,4.6736,67.1502,85.3816,-4.1628,,3.0,17.96,9.4455,-0.9861,0.8089,1.0103,0.23,835.4887380105614,4.218339967231057e-09,236.0,-10.0,3925.0,True,-10.245,-9.502,False
20210908,085810,h500_40_MKT,20210909,20211110,-39.4721,-39.1421,145973006385.0,,0,,,192.0,1319.0,79.28,603.9968,1.2153,79.276,6.4206,19.4865,23.6031,1.6917,11.6615,3.0,17.96,9.4455,-0.9861,0.8089,1.0103,1.98,41.84831422693953,1.2522863269519144e-08,1828.0,-10.0,3730.0,True,-10.245,-39.472,True
20210908,187270,h252_40,20210909,20211110,-29.3925,-29.0625,13037245260.0,,0,,,-145.0,-23.0,,,,68.1231,7.3468,1.5741,1.8064,-2.1307,,3.0,17.96,9.4455,-0.9861,0.8089,1.0103,4.16,-9.2736783432663,,,-10.0,6400.0,True,-10.245,-29.392,True
20210908,220260,h500_20,20210909,20211013,29.8939,30.2239,364937005550.0,,0,,,8919.0,3889.0,78.75,220.4955,1.3907,78.7464,6.8643,5.295,6.8633,25.3474,11.0524,3.0,17.96,9.4455,-0.9861,0.8089,1.0103,10.89,4.79893867049217,,,-10.0,13400.0,True,-10.245,29.894,False
20210908,128660,h500_40_MKT,20210909,20211110,-16.8479,-16.5179,137308327010.0,,0,,,-3098.0,1030.0,,,,86.599,6.0767,13.407,15.9027,-20.0152,,3.0,17.96,9.4455,-0.9861,0.8089,1.0103,3.88,54.57323479825922,,,-10.0,6720.0,True,-10.245,-16.848,True
20210908,088390,h500_40_MKT,20210909,20211110,-10.4773,-10.1473,21437850200.0,,0,,,2441.0,573.0,79.56,375.8055,,68.2989,6.0321,4.2214,4.8552,8.4204,1.9778,3.0,17.96,9.4455,-0.9861,0.8089,1.0103,3.72,15.19973780998507,1.0131612917045198e-07,2172.0,-10.0,30550.0,True,-10.245,-10.477,True
20210908,038110,h252_40,20210909,20211110,-29.5773,-29.2473,345870122175.0,-0.079,2,,,370.0,131.0,82.1,178.7608,1.3707,82.1099,6.5516,17.163,21.264,2.6498,,3.0,17.96,9.4455,-0.9861,0.8089,1.0103,2.91,3.084728382367929,2.5847852782949047e-09,894.0,-10.0,4650.0,True,-10.245,-29.577,True
20210908,137400,h500_40_MKT,20210909,20211110,27.377,27.707,192015705600.0,,0,,,6485.0,1408.0,,,,73.4378,4.3669,13.7093,15.5192,9.052,1.9655,3.0,17.96,9.4455,-0.9861,0.8089,1.0103,5.91,2.9732186860044862,,,-10.0,31400.0,False,27.377,27.377,False
20210908,012620,h252_40,20210909,20211110,-33.8379,-33.5079,59431847550.0,0.0,1,,,-836.0,183.0,73.03,532.1257,1.2381,73.0347,7.7187,16.9711,21.7109,-9.5914,,3.0,17.96,9.4455,-0.9861,0.8089,1.0103,3.78,29.68534868344288,1.8693681011099585e-08,1111.0,-10.0,19100.0,True,-10.245,-33.838,True
20210908,032280,h252_40,20210909,20211110,-68.6926,-68.3626,40873721920.0,,0,,,51.0,670.0,90.41,146.3258,,82.8392,8.1876,0.4452,0.68,0.3664,,3.0,17.96,9.4455,-0.9861,0.8089,1.0103,2.93,-10.702680671420506,6.982481325253386e-08,2854.0,-10.0,8550.0,True,-10.245,-68.693,True
20210908,088390,h500_20,20210909,20211013,-10.8046,-10.4746,21437850200.0,,0,,,2441.0,573.0,79.56,375.8055,,68.2989,6.0321,4.2214,4.8552,8.4204,1.9778,3.0,17.96,9.4455,-0.9861,0.8089,1.0103,3.72,15.19973780998507,1.0131612917045198e-07,2172.0,-10.0,30550.0,True,-10.245,-10.805,True
20210908,113810,h252_40,20210909,20211110,-43.368,-43.038,64681273390.0,,0,,,-660.0,-86.0,74.28,47.5834,1.2632,74.2814,7.7966,13.9166,17.5527,-12.2686,,3.0,17.96,9.4455,-0.9861,0.8089,1.0103,0.56,-2.4341142020497752,,,-10.0,1580.0,True,-10.245,-43.368,True
20210908,168330,h500_20,20210909,20211013,-45.8952,-45.5652,142131246120.0,,0,,,145.0,-483.0,,,,100.0,23.3564,244.6579,363.4823,,,3.0,17.96,9.4455,-0.9861,0.8089,1.0103,0.0,,,,-10.0,11500.0,True,-14.071,-45.895,True
20210908,126600,h252_40,20210909,20211110,12.8668,13.1968,180690604140.0,,0,,,-269.0,413.0,81.79,218.0966,1.1707,81.7716,4.641,13.7776,16.1538,-1.4162,2.1692,3.0,17.96,9.4455,-0.9861,0.8089,1.0103,5.95,43.79193940612887,,,-10.0,8790.0,True,-10.245,12.867,False
20210908,032280,h500_20,20210909,20211013,-12.9616,-12.6316,40873721920.0,,0,,,51.0,670.0,90.41,146.3258,,82.8392,8.1876,0.4452,0.68,0.3664,,3.0,17.96,9.4455,-0.9861,0.8089,1.0103,2.93,-10.702680671420506,6.982481325253386e-08,2854.0,-10.0,8550.0,True,-10.245,-12.962,True
20210908,225530,h252_40,20210909,20211110,-34.6023,-34.2723,148577957600.0,,0,,,250.0,1368.0,,,,86.3564,5.3171,7.0927,8.7031,0.6291,,3.0,17.96,9.4455,-0.9861,0.8089,1.0103,4.15,9.055528969505476,,,-10.0,10650.0,True,-10.245,-34.602,True
20210909,950140,h252_40,20210910,20211111,-28.8763,-28.5463,2497238150.0,,0,,,506.0,-682.0,,,,79.2126,3.6364,0.6631,0.7449,2.2458,-3.0246,3.0,18.8,14.5643,-1.1673,0.8089,-0.9033,3.1,2.9645542427497285,,,-10.0,11350.0,True,-10.245,-28.876,True
20210909,024910,h500_20,20210910,20211014,-7.8364,-7.5064,41730946660.0,,0,,,-558.0,-31.0,85.09,139.5031,1.2266,85.0894,5.2027,10.6747,12.1341,-3.9692,,3.0,18.8,14.5643,-1.1673,0.8089,-0.9033,0.25,883.8870252137215,7.045131336112374e-09,294.0,-10.0,3930.0,True,-10.245,-7.836,False
20210909,950140,h500_20,20210910,20211014,-14.6031,-14.2731,2497238150.0,,0,,,506.0,-682.0,,,,79.2126,3.6364,0.6631,0.7449,2.2458,-3.0246,3.0,18.8,14.5643,-1.1673,0.8089,-0.9033,3.1,2.9645542427497285,,,-10.0,11350.0,True,-10.245,-14.603,True
20210909,105550,h500_20,20210910,20211014,-14.1231,-13.7931,7815303430.0,,0,,,7973.0,-49.0,82.51,110.6861,1.1095,82.5092,4.3754,1.3841,1.6486,40.2679,,3.0,18.8,14.5643,-1.1673,0.8089,-0.9033,4.24,8.215005552775946,,,-10.0,10150.0,True,-10.245,-14.123,True
20210909,128660,h252_40,20210910,20211111,-22.0094,-21.6794,146149608080.0,,0,,,-1564.0,222.0,,,,87.8083,7.021,7.1187,9.4513,-9.7237,,3.0,18.8,14.5643,-1.1673,0.8089,-0.9033,4.13,81.02627380815977,,,-10.0,6550.0,True,-10.474,-22.009,True
20210909,318010,h252_40,20210910,20211111,-47.6984,-47.3684,102995678550.0,,0,,,-57.0,12.0,,,,86.85,5.6441,22.9869,30.2517,-0.4087,,3.0,18.8,14.5643,-1.1673,0.8089,-0.9033,3.92,-5.758560042138017,,,-10.0,19000.0,True,-10.245,-47.698,True
20210909,088390,h252_40,20210910,20211111,-17.6879,-17.3579,14432490750.0,,0,,,2167.0,1183.0,83.69,535.1706,,71.5178,5.9471,2.3764,2.7636,7.1276,3.8957,3.0,18.8,14.5643,-1.1673,0.8089,-0.9033,3.81,17.856106759501024,1.504937739177141e-07,2172.0,-10.0,32550.0,True,-10.245,-17.688,True
20210909,024910,h252_40,20210910,20211111,-12.0348,-11.7048,41730946660.0,,0,,,-558.0,-31.0,85.09,139.5031,1.2266,85.0894,5.2027,10.6747,12.1341,-3.9692,,3.0,18.8,14.5643,-1.1673,0.8089,-0.9033,0.25,883.8870252137215,7.045131336112374e-09,294.0,-10.0,3930.0,True,-10.245,-12.035,True
20210909,247540,h500_20,20210910,20211014,18.6139,18.9439,618397213600.0,,0,,,26659.0,-44715.0,81.96,1057.742,,70.5968,5.396,3.5789,4.0869,3.4012,-5.7045,2.0,18.8,14.5643,-1.1673,0.8089,-0.9033,1.52,5.135219363551369,,,-10.0,367400.0,False,18.614,18.614,False
20210909,247540,h252_40,20210910,20211111,53.1267,53.4567,618397213600.0,,0,,,26659.0,-44715.0,81.96,1057.742,,70.5968,5.396,3.5789,4.0869,3.4012,-5.7045,2.0,18.8,14.5643,-1.1673,0.8089,-0.9033,1.52,5.135219363551369,,,-10.0,367400.0,False,53.127,53.127,False
20210909,025550,h500_20,20210910,20211014,-24.5837,-24.2537,289249896300.0,,0,,,-1299.0,656.0,88.36,554.3386,1.0375,88.355,8.0505,1.3941,2.1165,-4.0451,2.0432,3.0,18.8,14.5643,-1.1673,0.8089,-0.9033,8.95,5.593353860342676,2.6565264493752563e-08,7684.0,-10.0,13400.0,True,-10.245,-24.584,True
20210909,128660,h500_20,20210910,20211014,-1.3987,-1.0687,146149608080.0,,0,,,-1564.0,222.0,,,,87.8083,7.021,7.1187,9.4513,-9.7237,,3.0,18.8,14.5643,-1.1673,0.8089,-0.9033,4.13,81.02627380815977,,,-10.0,6550.0,True,-10.474,-1.399,False
20210909,105550,h252_40,20210910,20211111,-26.4384,-26.1084,7815303430.0,,0,,,7973.0,-49.0,82.51,110.6861,1.1095,82.5092,4.3754,1.3841,1.6486,40.2679,,3.0,18.8,14.5643,-1.1673,0.8089,-0.9033,4.24,8.215005552775946,,,-10.0,10150.0,True,-10.245,-26.438,True
20210909,088390,h500_20,20210910,20211014,-15.8446,-15.5146,14432490750.0,,0,,,2167.0,1183.0,83.69,535.1706,,71.5178,5.9471,2.3764,2.7636,7.1276,3.8957,3.0,18.8,14.5643,-1.1673,0.8089,-0.9033,3.81,17.856106759501024,1.504937739177141e-07,2172.0,-10.0,32550.0,True,-10.245,-15.845,True
20210909,025550,h252_40,20210910,20211111,-66.5987,-66.2687,289249896300.0,,0,,,-1299.0,656.0,88.36,554.3386,1.0375,88.355,8.0505,1.3941,2.1165,-4.0451,2.0432,3.0,18.8,14.5643,-1.1673,0.8089,-0.9033,8.95,5.593353860342676,2.6565264493752563e-08,7684.0,-10.0,13400.0,True,-10.245,-66.599,True
20210910,067310,h500_20,20210913,20211015,-9.9223,-9.5923,50114386950.0,,0,,,11512.0,7700.0,80.05,251.9865,1.0026,80.0482,4.4424,2.0684,2.4657,17.2066,11.5092,3.0,20.95,14.5643,-1.1673,0.8089,-1.05,9.04,-2.4555268179729084,3.3565211556479e-07,16821.0,-10.0,20850.0,True,-10.245,-9.922,False
20210910,090410,h252_40,20210913,20211112,-9.1486,-8.8186,311481138155.0,,0,,,-1096.0,-131.0,,,,76.9539,6.5801,28.2841,35.8613,-7.7716,,3.0,20.95,14.5643,-1.1673,0.8089,-1.05,10.03,10.810948107362828,1.13971588168316e-09,355.0,-10.0,3005.0,True,-10.245,-9.149,False
20210910,247540,h252_40,20210913,20211112,39.0609,39.3909,839134056300.0,,0,,,117442.0,-93459.0,90.53,1774.463,,78.5945,5.3192,3.9666,4.7756,13.3781,-10.6459,2.0,20.95,14.5643,-1.1673,0.8089,-1.05,1.48,-2.034693987533154,,,-10.0,403900.0,False,39.061,39.061,False
20210910,318010,h252_40,20210913,20211112,-42.6595,-42.3295,70373334500.0,,0,,,77.0,-1.0,,,,87.7177,6.0993,6.236,8.2408,0.5528,,3.0,20.95,14.5643,-1.1673,0.8089,-1.05,5.02,23.4409488851963,,,-10.0,17600.0,True,-10.756,-42.66,True
20210910,009300,h252_40,20210913,20211112,-24.6188,-24.2888,5197384900.0,,0,,,1112.0,-14.0,94.59,605.3468,1.154,94.5859,3.525,4.2594,5.1427,7.5676,,3.0,20.95,14.5643,-1.1673,0.8089,-1.05,2.17,68.40389695368731,2.0798921396027453e-07,1081.0,-10.0,22850.0,True,-10.245,-24.619,True
20210910,090410,h500_20,20210913,20211015,-21.1287,-20.7987,311481138155.0,,0,,,-1096.0,-131.0,,,,76.9539,6.5801,28.2841,35.8613,-7.7716,,3.0,20.95,14.5643,-1.1673,0.8089,-1.05,10.03,10.810948107362828,1.13971588168316e-09,355.0,-10.0,3005.0,True,-10.245,-21.129,True
20210910,182400,h252_40,20210913,20211112,-9.2586,-8.9286,185497428200.0,,0,,,-4038.0,-3469.0,,,,91.5781,6.3205,2.9349,4.1721,-3.9564,-3.3983,2.0,20.95,14.5643,-1.1673,0.8089,-1.05,0.97,-24.580831539594428,,,-10.0,28000.0,True,-10.245,-9.259,False
20210910,182400,h500_20,20210913,20211015,-26.0443,-25.7143,185497428200.0,,0,,,-4038.0,-3469.0,,,,91.5781,6.3205,2.9349,4.1721,-3.9564,-3.3983,2.0,20.95,14.5643,-1.1673,0.8089,-1.05,0.97,-24.580831539594428,,,-10.0,28000.0,True,-10.245,-26.044,True
20210910,067310,h252_40,20210913,20211112,20.2935,20.6235,50114386950.0,,0,,,11512.0,7700.0,80.05,251.9865,1.0026,80.0482,4.4424,2.0684,2.4657,17.2066,11.5092,3.0,20.95,14.5643,-1.1673,0.8089,-1.05,9.04,-2.4555268179729084,3.3565211556479e-07,16821.0,-10.0,20850.0,True,-10.245,20.294,False
20210910,247540,h500_20,20210913,20211015,7.6175,7.9475,839134056300.0,,0,,,117442.0,-93459.0,90.53,1774.463,,78.5945,5.3192,3.9666,4.7756,13.3781,-10.6459,2.0,20.95,14.5643,-1.1673,0.8089,-1.05,1.48,-2.034693987533154,,,-10.0,403900.0,False,7.617,7.618,False
20210910,313760,h500_20,20210913,20211015,-24.2106,-23.8806,96501937150.0,,0,,,-2230.0,1212.0,,,,78.8296,8.6156,7.9376,10.621,-15.3625,,3.0,20.95,14.5643,-1.1673,0.8089,-1.05,6.92,23.402860679209915,,,-10.0,30150.0,True,-10.245,-24.211,True
20210910,313760,h252_40,20210913,20211112,-41.9552,-41.6252,96501937150.0,,0,,,-2230.0,1212.0,,,,78.8296,8.6156,7.9376,10.621,-15.3625,,3.0,20.95,14.5643,-1.1673,0.8089,-1.05,6.92,23.402860679209915,,,-10.0,30150.0,True,-10.245,-41.955,True
20210913,006920,h252_40,20210914,20211115,-21.0384,-20.7084,76239642340.0,,0,,,-1509.0,45.0,87.62,37.9799,,76.9158,5.5082,44.0733,54.8291,-18.4506,,3.0,19.37,6.7806,0.8758,0.8708,2.2006,9.11,34.319406871707,7.7387561364575e-09,590.0,-10.0,7340.0,True,-10.245,-21.038,True
20210913,278280,h252_40,20210914,20211115,21.1239,21.4539,158202605400.0,,0,,,27121.0,-2362.0,85.84,1650.1775,,71.4275,5.0011,2.0872,2.3679,9.628,-0.8387,2.0,19.37,6.7806,0.8758,0.8708,2.2006,1.96,-2.0141632500931816,,,-10.0,282000.0,True,-10.245,21.124,False
20210913,278280,h500_20,20210914,20211018,7.1168,7.4468,158202605400.0,,0,,,27121.0,-2362.0,85.84,1650.1775,,71.4275,5.0011,2.0872,2.3679,9.628,-0.8387,2.0,19.37,6.7806,0.8758,0.8708,2.2006,1.96,-2.0141632500931816,,,-10.0,282000.0,True,-10.245,7.117,False
20210913,042600,h500_20,20210914,20211018,35.6513,35.9813,143884842500.0,,0,,,1237.0,-422.0,93.17,363.4929,,79.4147,6.786,10.0879,12.5848,4.8578,,3.0,19.37,6.7806,0.8758,0.8708,2.2006,4.76,-9.742095910414994,1.2252854222639886e-08,1763.0,-10.0,21400.0,True,-10.245,35.651,False
20210913,066970,h252_40,20210914,20211115,53.9918,54.3218,952561163100.0,,0,,,112538.0,33608.0,,,,75.8704,5.7997,6.8718,8.6154,21.7114,6.4839,2.0,19.37,6.7806,0.8758,0.8708,2.2006,2.34,2.36386549215557,1.2053399240668665e-07,114816.0,-10.0,150400.0,False,53.992,53.992,False
20210913,058470,h252_40,20210914,20211115,-11.7169,-11.3869,18097794905.0,,0,,,19121.0,-5435.0,72.73,418.471,1.276,72.7275,2.8607,2.3151,2.5475,6.3003,-1.7909,2.0,19.37,6.7806,0.8758,0.8708,2.2006,0.16,-6.161568399228889,,,-10.0,205500.0,True,-10.245,-11.717,True
20210913,037370,h252_40,20210914,20211115,-15.345,-15.015,23961958100.0,,0,,,874.0,2806.0,,,,79.2387,5.3291,9.1434,11.4615,6.903,22.1427,3.0,19.37,6.7806,0.8758,0.8708,2.2006,1.51,-5.287671010959283,7.253163505030918e-08,1738.0,-10.0,16650.0,True,-10.245,-15.345,True
20210913,042600,h252_40,20210914,20211115,58.0812,58.4112,143884842500.0,,0,,,1237.0,-422.0,93.17,363.4929,,79.4147,6.786,10.0879,12.5848,4.8578,,3.0,19.37,6.7806,0.8758,0.8708,2.2006,4.76,-9.742095910414994,1.2252854222639886e-08,1763.0,-10.0,21400.0,True,-10.245,58.081,False
20210913,037370,h500_20,20210914,20211018,3.5739,3.9039,23961958100.0,,0,,,874.0,2806.0,,,,79.2387,5.3291,9.1434,11.4615,6.903,22.1427,3.0,19.37,6.7806,0.8758,0.8708,2.2006,1.51,-5.287671010959283,7.253163505030918e-08,1738.0,-10.0,16650.0,True,-10.245,3.574,False
20210913,032280,h252_40,20210914,20211115,-69.9345,-69.6045,39697779860.0,,0,,,140.0,-14.0,92.62,5.6709,,84.2946,7.7203,0.5074,0.7245,0.9511,,3.0,19.37,6.7806,0.8758,0.8708,2.2006,2.62,-11.48106770108689,4.597234420756345e-08,1825.0,-10.0,8850.0,True,-10.245,-69.934,True
20210913,066970,h500_20,20210914,20211018,40.7604,41.0904,952561163100.0,,0,,,112538.0,33608.0,,,,75.8704,5.7997,6.8718,8.6154,21.7114,6.4839,2.0,19.37,6.7806,0.8758,0.8708,2.2006,2.34,2.36386549215557,1.2053399240668665e-07,114816.0,-10.0,150400.0,False,40.76,40.76,False
20210913,032280,h500_20,20210914,20211018,-16.0362,-15.7062,39697779860.0,,0,,,140.0,-14.0,92.62,5.6709,,84.2946,7.7203,0.5074,0.7245,0.9511,,3.0,19.37,6.7806,0.8758,0.8708,2.2006,2.62,-11.48106770108689,4.597234420756345e-08,1825.0,-10.0,8850.0,True,-10.245,-16.036,True
20210913,058470,h500_20,20210914,20211018,-15.7558,-15.4258,18097794905.0,,0,,,19121.0,-5435.0,72.73,418.471,1.276,72.7275,2.8607,2.3151,2.5475,6.3003,-1.7909,2.0,19.37,6.7806,0.8758,0.8708,2.2006,0.16,-6.161568399228889,,,-10.0,205500.0,True,-10.245,-15.756,True
20210913,006920,h500_20,20210914,20211018,-18.7224,-18.3924,76239642340.0,,0,,,-1509.0,45.0,87.62,37.9799,,76.9158,5.5082,44.0733,54.8291,-18.4506,,3.0,19.37,6.7806,0.8758,0.8708,2.2006,9.11,34.319406871707,7.7387561364575e-09,590.0,-10.0,7340.0,True,-10.245,-18.722,True
20210914,058470,h500_20,20210915,20211019,-19.3398,-19.0098,25326837300.0,,0,,,27560.0,-7029.0,79.58,667.2255,1.3329,79.5811,2.9715,2.881,3.3314,8.5045,-2.1691,2.0,19.46,8.3519,2.1231,0.3695,2.2006,0.14,-8.508875739644973,,,-10.0,214100.0,True,-10.245,-19.34,True
20210914,225590,h500_20,20210915,20211019,-4.8962,-4.5662,63354490760.0,,0,,,-468.0,-309.0,,,,74.5963,4.6869,72.0839,91.219,-7.9902,-5.2754,3.0,19.46,8.3519,2.1231,0.3695,2.2006,1.12,2.547542527276825,,,-10.0,2190.0,True,-10.245,-4.896,False
20210914,089980,h500_20,20210915,20211019,-13.594,-13.264,178606441900.0,,0,,,2255.0,6750.0,,,,73.1342,5.6317,3.2977,3.7377,1.8724,5.6031,2.0,19.46,8.3519,2.1231,0.3695,2.2006,3.09,-13.209365338150292,3.2641599810068214e-08,5830.0,-10.0,76900.0,True,-10.245,-13.594,True
20210914,076080,h252_40,20210915,20211116,-3.7135,-3.3835,221736071915.0,-0.25,2,,,-427.0,-178.0,77.01,123.6077,1.3405,77.014,5.4549,89.47,114.2072,-3.8224,,3.0,19.46,8.3519,2.1231,0.3695,2.2006,5.07,-4.943104003685683,1.0823678706277491e-10,24.0,-10.0,5320.0,True,-10.245,-3.714,False
20210914,247540,h252_40,20210915,20211116,26.2794,26.6094,578808438400.0,,0,,,105732.0,-161362.0,94.15,1851.5827,,83.0854,5.1359,2.0769,2.5792,11.0433,-16.8534,2.0,19.46,8.3519,2.1231,0.3695,2.2006,1.61,4.357598032734877,,,-10.0,442700.0,True,-10.245,26.279,False
20210914,042600,h500_20,20210915,20211019,50.6269,50.9569,182663611450.0,,0,,,1775.0,767.0,93.48,611.1517,,79.9079,7.0171,9.1306,11.5116,6.8863,,3.0,19.46,8.3519,2.1231,0.3695,2.2006,5.16,-1.5051279412510166,1.8339722801971352e-08,3350.0,-10.0,20900.0,True,-10.245,50.627,False
20210914,110790,h252_40,20210915,20211116,-4.8193,-4.4893,6909509800.0,,0,,,1982.0,-830.0,,,,69.4617,4.2944,3.2655,3.6011,3.7607,-1.5722,3.0,19.46,8.3519,2.1231,0.3695,2.2006,1.44,-8.05729826956625,,,-10.0,44550.0,True,-10.245,-4.819,False
20210914,225190,h252_40,20210915,20211116,-6.2372,-5.9072,5448521150.0,,0,,,36.0,30.0,96.88,25.0382,,88.0109,2.9033,17.4571,19.7066,0.2891,,3.0,19.46,8.3519,2.1231,0.3695,2.2006,0.8,-34.77715755092914,,,-10.0,11850.0,True,-10.245,-6.237,False
20210914,110790,h500_20,20210915,20211019,-5.0438,-4.7138,6909509800.0,,0,,,1982.0,-830.0,,,,69.4617,4.2944,3.2655,3.6011,3.7607,-1.5722,3.0,19.46,8.3519,2.1231,0.3695,2.2006,1.44,-8.05729826956625,,,-10.0,44550.0,True,-10.245,-5.044,False
20210914,089980,h252_40,20210915,20211116,-13.594,-13.264,178606441900.0,,0,,,2255.0,6750.0,,,,73.1342,5.6317,3.2977,3.7377,1.8724,5.6031,2.0,19.46,8.3519,2.1231,0.3695,2.2006,3.09,-13.209365338150292,3.2641599810068214e-08,5830.0,-10.0,76900.0,True,-10.245,-13.594,True
20210914,042600,h252_40,20210915,20211116,59.9571,60.2871,182663611450.0,,0,,,1775.0,767.0,93.48,611.1517,,79.9079,7.0171,9.1306,11.5116,6.8863,,3.0,19.46,8.3519,2.1231,0.3695,2.2006,5.16,-1.5051279412510166,1.8339722801971352e-08,3350.0,-10.0,20900.0,True,-10.245,59.957,False
20210914,058470,h252_40,20210915,20211116,-14.3889,-14.0589,25326837300.0,,0,,,27560.0,-7029.0,79.58,667.2255,1.3329,79.5811,2.9715,2.881,3.3314,8.5045,-2.1691,2.0,19.46,8.3519,2.1231,0.3695,2.2006,0.14,-8.508875739644973,,,-10.0,214100.0,True,-10.245,-14.389,True
20210914,076080,h500_20,20210915,20211019,-13.2059,-12.8759,221736071915.0,-0.25,2,,,-427.0,-178.0,77.01,123.6077,1.3405,77.014,5.4549,89.47,114.2072,-3.8224,,3.0,19.46,8.3519,2.1231,0.3695,2.2006,5.07,-4.943104003685683,1.0823678706277491e-10,24.0,-10.0,5320.0,True,-10.245,-13.206,True
20210914,247540,h500_20,20210915,20211019,2.0644,2.3944,578808438400.0,,0,,,105732.0,-161362.0,94.15,1851.5827,,83.0854,5.1359,2.0769,2.5792,11.0433,-16.8534,2.0,19.46,8.3519,2.1231,0.3695,2.2006,1.61,4.357598032734877,,,-10.0,442700.0,True,-10.245,2.064,False
20210914,225590,h252_40,20210915,20211116,-6.7227,-6.3927,63354490760.0,,0,,,-468.0,-309.0,,,,74.5963,4.6869,72.0839,91.219,-7.9902,-5.2754,3.0,19.46,8.3519,2.1231,0.3695,2.2006,1.12,2.547542527276825,,,-10.0,2190.0,True,-10.245,-6.723,False
20210915,037370,h252_40,20210916,20211117,-17.1939,-16.8639,19218766000.0,,0,,,-200.0,3709.0,,,,73.1906,6.2065,4.3317,5.0647,-1.5281,28.4858,3.0,18.18,-3.2979,2.2095,-0.3344,2.0448,2.59,78.98094322500651,1.1322266996746828e-07,2176.0,-10.0,16900.0,True,-10.245,-17.194,True
20210915,247540,h500_20,20210916,20211020,0.9728,1.3028,384092797800.0,,0,,,88302.0,-159876.0,94.72,1644.3504,,83.9014,5.1526,1.2578,1.5602,9.0548,-16.3942,2.0,18.18,-3.2979,2.2095,-0.3344,2.0448,1.66,7.40633432252249,,,-10.0,445200.0,True,-10.245,0.973,False
20210915,037370,h500_20,20210916,20211020,-10.685,-10.355,19218766000.0,,0,,,-200.0,3709.0,,,,73.1906,6.2065,4.3317,5.0647,-1.5281,28.4858,3.0,18.18,-3.2979,2.2095,-0.3344,2.0448,2.59,78.98094322500651,1.1322266996746828e-07,2176.0,-10.0,16900.0,True,-10.245,-10.685,True
20210915,247540,h252_40,20210916,20211117,25.4112,25.7412,384092797800.0,,0,,,88302.0,-159876.0,94.72,1644.3504,,83.9014,5.1526,1.2578,1.5602,9.0548,-16.3942,2.0,18.18,-3.2979,2.2095,-0.3344,2.0448,1.66,7.40633432252249,,,-10.0,445200.0,True,-10.245,25.411,False
20210916,003100,h500_20,20210917,20211021,3.9253,4.2553,1711769900.0,,0,,,399.0,0.0,,,,72.488,1.6459,2.381,2.4225,1.1612,,3.0,18.69,-10.7876,1.6665,-0.3344,-0.2616,13.69,-0.8276681073938086,1.992090175204039e-07,341.0,-10.0,51700.0,False,3.925,3.925,False
20210916,247540,h252_40,20210917,20211118,22.7453,23.0753,370768834000.0,,0,,,133862.0,-115122.0,95.43,1061.277,,84.899,5.0655,1.1184,1.4256,13.4161,-11.5378,2.0,18.69,-10.7876,1.6665,-0.3344,-0.2616,1.58,4.633483241611813,,,-10.0,461100.0,True,-10.245,22.745,False
20210916,069540,h500_20,20210917,20211021,-33.7952,-33.4652,56463764020.0,,0,,,-1048.0,-195.0,,,,100.0,80.9451,inf,inf,,,3.0,18.69,-10.7876,1.6665,-0.3344,-0.2616,0.21,-45.82059321868853,0.0,0.0,-10.0,6320.0,True,-10.245,-33.795,True
